"type","institutionid","collectionid","institutioncode","collectioncode","datasetname","ownerinstitutioncode","basisofrecord","informationwithheld","dynamicproperties","occurrenceid","catalognumber","recordnumber","recordedby","individualcount","sex","lifestage","reproductivecondition","behavior","establishmentmeans","occurrencestatus","preparations","disposition","associatedmedia","othercatalognumbers","occurrenceremarks","associatedoccurrences","previousidentifications","fieldnumber","eventdate","eventtime","startdayofyear","enddayofyear","year","month","day","verbatimeventdate","habitat","samplingprotocol","eventremarks","highergeography","continent","waterbody","islandgroup","island","country","countrycode","stateprovince","county","municipality","locality","verbatimlocality","minimumelevationinmeters","maximumelevationinmeters","verbatimelevation","locationaccordingto","locationremarks","decimallatitude","decimallongitude","geodeticdatum","coordinateuncertaintyinmeters","coordinateprecision","verbatimcoordinates","verbatimlatitude","verbatimlongitude","verbatimcoordinatesystem","georeferencedby","georeferenceddate","georeferenceprotocol","georeferencesources","georeferenceverificationstatus","georeferenceremarks","identificationqualifier","identifiedby","dateidentified","identificationverificationstatus","identificationremarks","scientificname","higherclassification","kingdom","phylum","class","order","family","genus","specificepithet","infraspecificepithet","taxonrank","scientificnameauthorship","vernacularname","nomenclaturalcode","inst_cat"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes L 4.5x3.5, R 5.0x3.5"""", """"weight"""":""""93.0g"""" }""","urn:catalog:UMMZ:Birds:242817","242817","HNC B744-11","Howell Nature Center",NA,"male","nestling",NA,NA,"native","present","Tissue, Y; Skin, Y",NA,NA,"BD-9475,T-5103",NA,NA,NA,NA,"2011-08-24",NA,"236","236","2011","8","24",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Oakland |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Oakland",NA,"White Lake","North America | U.S.A. | Michigan | Oakland",NA,NA,NA,NA,NA,"42.6699295","-83.5655365","WGS84","1493",NA,NA,NA,NA,NA,"Mui , Jennifer","2005-03-03","VertNet Georeferencing Guidelines","Terrain Navigator 1:24,000","verified by curator","determined at midpoint of the lake called White Lake",NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_242817"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes L 8.0x3.0, R 6.0x3.0"""", """"weight"""":""""229.5g"""" }""","urn:catalog:UMMZ:Birds:243704","243704","13-36711","Vance, Veronica",NA,"male",NA,NA,NA,"native","present","Skin, Y",NA,NA,"BD-9914",NA,NA,NA,NA,"2013-09-26",NA,"269","269","2013","9","26",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Washtenaw |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Washtenaw",NA,"Salem Twp, Sec 11, Glenwood Ln","North America | U.S.A. | Michigan | Washtenaw",NA,NA,NA,NA,NA,"42.41531","-83.58703","WGS84","185",NA,NA,NA,NA,NA,"Brokamp , Katie","2013-12-12","VertNet Georeferencing Guidelines","GEOLocate","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_243704"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes L:6.0x5.0; R:6.0x4.0"""", """"weight"""":""""100.1g"""" }""","urn:catalog:UMMZ:Birds:241811","241811","HNC B58109","Unknown",NA,"male","immature",NA,NA,"native","present","Tissue, Y; Skin, Y",NA,NA,"BD-8722,T-4416","Brought into Nature Center 28 July 2009",NA,NA,NA,"2009-07-30",NA,"211","211","2009","7","30",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Livingston |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Livingston",NA,"Hartland Twp, approx 8400 Woodland Shore Dr","North America | U.S.A. | Michigan | Livingston",NA,NA,NA,NA,NA,"42.558802","-83.7844848","WGS84","383",NA,NA,NA,NA,NA,"Hinshaw, Janet","2009-09-28","VertNet Georeferencing Guidelines","BioGeomancer","requires verification",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_241811"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes L2x1, R1.5x1 mm"""", """"weight"""":""""160.08 g"""" }""","urn:catalog:UMMZ:Birds:110753","110753",NA,"Pettingill, O Sewall Jr",NA,"male",NA,NA,NA,"native","present","Skin, Y",NA,NA,NA,NA,NA,NA,NA,"1941-08-19",NA,"231","231","1941","8","19",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Cheboygan |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Cheboygan",NA,"Mud Lake, bog near Black Lake","North America | U.S.A. | Michigan | Cheboygan",NA,NA,NA,NA,NA,"45.4703641","-84.3190384","WGS84","3073",NA,NA,NA,NA,NA,"Spinei , Derek","2008-01-18","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator","2 Mud Lakes adjacent to Black Lake, point halfway between georeferenced",NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_110753"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes L3x1, R2.5x1 mm"""", """"wing"""":""""179"""", """"weight"""":""""205.8 g"""" }""","urn:catalog:UMMZ:Birds:110345","110345",NA,"Lydell, Claude",NA,"male",NA,NA,NA,"native","present","Skin, Y",NA,NA,NA,NA,NA,NA,NA,"1941-07-29",NA,"210","210","1941","7","29",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Kent |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Kent",NA,"Comstock Park, State Fish Hatchery","North America | U.S.A. | Michigan | Kent",NA,NA,NA,NA,NA,"43.0445545","-85.661602","WGS84","2470",NA,NA,NA,NA,NA,"Duffy , Patrick","2008-12-17","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator","Coordinates are for Comstock Park",NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_110345"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes L4x1, R5x1"""", """"weight"""":""""98.8g"""" }""","urn:catalog:UMMZ:Birds:242659","242659","11-05922","Seelbinder, Hunter",NA,"male","Hatchling",NA,NA,"native","present","Skin, Y; Tissue, Y",NA,NA,"BD-9283,T-4870",NA,NA,NA,NA,"2011-06-19",NA,"170","170","2011","6","19",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Washtenaw |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Washtenaw",NA,"Ann Arbor","North America | U.S.A. | Michigan | Washtenaw",NA,NA,NA,NA,NA,"42.2708397","-83.7263412","WGS84","9683",NA,NA,NA,NA,NA,"Brokamp , Katie","2003-03-06","VertNet Georeferencing Guidelines","Topozone.com","requires verification","center of locality",NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_242659"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes L4x1.5, R4x2 mm"""", """"weight"""":""""229 g"""" }""","urn:catalog:UMMZ:Birds:110346","110346",NA,"Basford, Edwin",NA,"male",NA,NA,NA,"native","present","Skin, Y",NA,NA,NA,NA,NA,NA,NA,"1941-07-30",NA,"211","211","1941","7","30",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Lake |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Lake",NA,"Baldwin, State Fish Hatchery","North America | U.S.A. | Michigan | Lake",NA,NA,NA,NA,NA,"43.8973048","-85.8435201","WGS84","305",NA,NA,NA,NA,NA,"Abraczinskas , Laura","2008-12-17","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_110346"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes L4x3, R3.5x2 mm"""", """"wing"""":""""191.1"""", """"weight"""":""""193.6 g"""" }""","urn:catalog:UMMZ:Birds:110347","110347",NA,"Basford, Edwin",NA,"male",NA,NA,NA,"native","present","Skin, Y",NA,NA,NA,NA,NA,NA,NA,"1941-07-30",NA,"211","211","1941","7","30",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Lake |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Lake",NA,"Baldwin, State Fish Hatchery","North America | U.S.A. | Michigan | Lake",NA,NA,NA,NA,NA,"43.8973048","-85.8435201","WGS84","305",NA,NA,NA,NA,NA,"Abraczinskas , Laura","2008-12-17","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_110347"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes L5x1, R5x1 mm"""" }""","urn:catalog:UMMZ:Birds:84053","84053","GAA 55","Ammann, George",NA,"male",NA,NA,NA,"native","present","Skin, Y",NA,NA,NA,NA,NA,NA,NA,"1934-08-09",NA,"221","221","1934","8","9",NA,NA,NA,NA,"North America | U.S.A. | New Jersey | Sussex |  |  |  |","North America",NA,NA,NA,"United States","US","New Jersey","Sussex",NA,"Stillwater","North America | U.S.A. | New Jersey | Sussex",NA,NA,NA,NA,NA,"41.0359287","-74.8782234","WGS84","500",NA,NA,NA,NA,NA,"Hinshaw, Janet","2010-09-28","VertNet Georeferencing Guidelines","BioGeomancer","requires verification",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_84053"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testes L6x2, R6.5x3 mm"""", """"wing"""":""""184"""", """"weight"""":""""228.2 g"""" }""","urn:catalog:UMMZ:Birds:110344","110344",NA,"Case, Hugh E",NA,"male",NA,NA,NA,"native","present","Skin, Y",NA,NA,NA,NA,NA,NA,NA,"1941-09-02",NA,"245","245","1941","9","2",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Hillsdale |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Hillsdale",NA,"Hillsdale, 1 mi E, State Fish Hatchery","North America | U.S.A. | Michigan | Hillsdale",NA,NA,NA,NA,NA,"41.9245042","-84.6077728","WGS84","2926",NA,NA,NA,NA,NA,"Duffy , Patrick","2008-12-15","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator","Coordinates are for just 1 mile east of Hillsdale",NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_110344"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""gonads"""":""""testis 3x1.5 mm"""", """"weight"""":""""--"""" }""","urn:catalog:UMMZ:Birds:120563","120563",NA,"Peet, Max Minor",NA,"male",NA,NA,NA,"native","present","Skin, Y",NA,NA,NA,NA,NA,NA,NA,"1936-08-16",NA,"229","229","1936","8","16",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Monroe |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Monroe",NA,"Erie Shooting Club","North America | U.S.A. | Michigan | Monroe",NA,NA,NA,NA,NA,"41.7403217","-83.4560966","WGS84","2731",NA,NA,NA,NA,NA,"Spinei , Derek","2007-12-11","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_120563"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""molt"""":""""breeding plumage"""" }""","urn:catalog:UMMZ:Birds:85095","85095",NA,"Gloyd, Howard Kay",NA,"male","adult",NA,NA,"native","present","Skel, Y",NA,NA,NA,NA,NA,NA,NA,"1934-05-20",NA,"140","140","1934","5","20",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Washtenaw |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Washtenaw",NA,"Scio Twp, Dexter, 0.5 mi W, near Four Twp Woods","North America | U.S.A. | Michigan | Washtenaw",NA,NA,NA,NA,NA,"42.3343113","-83.8973522","WGS84","854",NA,NA,NA,NA,NA,"Hinshaw, Janet","2009-07-06","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator","might be Smith Woods now",NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_85095"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""molt"""":""""underparts streaked = im."""", """"tail"""":""""64"""", """"tarsus"""":""""51 mm"""", """"wing"""":""""chord 180"""", """"weight"""":""""239 g"""" }""","urn:catalog:UMMZ:Birds:107350","107350",NA,"Lydell, Claude",NA,"male","immature",NA,NA,"native","present","Skel, Y",NA,NA,NA,NA,NA,NA,NA,"1941-09-10",NA,"253","253","1941","9","10",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Kent |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Kent",NA,"Comstock Park, State Fish Hatchery","North America | U.S.A. | Michigan | Kent",NA,NA,NA,NA,NA,"43.0445545","-85.661602","WGS84","2470",NA,NA,NA,NA,NA,"Duffy , Patrick","2008-12-17","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator","Coordinates are for Comstock Park",NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_107350"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""molt"""":""""underparts streaked = imm."""", """"tail"""":""""62"""", """"tarsus"""":""""48 mm"""", """"wing"""":""""chord 176"""", """"weight"""":""""264 g"""" }""","urn:catalog:UMMZ:Birds:107349","107349",NA,"Lydell, Claude",NA,NA,NA,NA,NA,"native","present","Skel, Y",NA,NA,NA,NA,NA,NA,NA,"1941-09-10",NA,"253","253","1941","9","10",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Kent |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Kent",NA,"Comstock Park, State Fish Hatchery","North America | U.S.A. | Michigan | Kent",NA,NA,NA,NA,NA,"43.0445545","-85.661602","WGS84","2470",NA,NA,NA,NA,NA,"Duffy , Patrick","2008-12-17","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator","Coordinates are for Comstock Park",NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_107349"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""molt"""":""""underparts streaked = immature"""", """"tail"""":""""61"""", """"tarsus"""":""""46"""", """"wing"""":""""chord 174"""", """"weight"""":""""195.5 g"""" }""","urn:catalog:UMMZ:Birds:107353","107353",NA,"Lydell, Claude",NA,"male","immature",NA,NA,"native","present","Skel, Y",NA,NA,NA,NA,NA,NA,NA,"1941-08-27",NA,"239","239","1941","8","27",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Kent |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Kent",NA,"Comstock Park, State Fish Hatchery","North America | U.S.A. | Michigan | Kent",NA,NA,NA,NA,NA,"43.0445545","-85.661602","WGS84","2470",NA,NA,NA,NA,NA,"Duffy , Patrick","2008-12-17","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator","Coordinates are for Comstock Park",NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_107353"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""molt"""":""""underparts streaked = immature"""", """"tail"""":""""66"""", """"tarsus"""":""""56 mm"""", """"wing"""":""""chord 175"""", """"weight"""":""""272 g"""" }""","urn:catalog:UMMZ:Birds:107366","107366",NA,"Case, Hugh E",NA,"male","immature",NA,NA,"native","present","Skel, Y",NA,NA,NA,NA,NA,NA,NA,"1941-09-08",NA,"251","251","1941","9","8",NA,NA,NA,NA,"North America | U.S.A. | Michigan | Hillsdale |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Hillsdale",NA,"Hillsdale, 1 mi E, State Fish Hatchery","North America | U.S.A. | Michigan | Hillsdale",NA,NA,NA,NA,NA,"41.9245042","-84.6077728","WGS84","2926",NA,NA,NA,NA,NA,"Duffy , Patrick","2008-12-15","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator","Coordinates are for just 1 mile east of Hillsdale",NA,NA,NA,NA,NA,"Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_107366"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""nest description"""":""""A mere platform of twigs in small hemlock."""", """"clutchSize"""":""""2 of 6"""", """"set mark"""":""""201 20/6"""", """"incubation"""":""""Slight"""" }""","urn:catalog:UMMZ:Birds:232619","232619","WEH 57","Wheeler, Earl A",NA,NA,NA,NA,NA,"native","present","Eggset, Y",NA,NA,"WEH 57","Several pair nesting the same wet swamp.",NA,NA,NA,"1918-05-24",NA,"144","144","1918","5","24",NA,NA,NA,NA,"North America | U.S.A. | New York | Cattaraugus |  |  |  |","North America",NA,NA,NA,"United States","US","New York","Cattaraugus",NA,"East Randolph","North America | U.S.A. | New York | Cattaraugus",NA,NA,"1300",NA,NA,"42.169663","-78.951751","WGS84","1202",NA,NA,NA,NA,NA,"Barbehenn, David","2013-06-19","VertNet Georeferencing Guidelines","GEOLocate","verified by curator",NA,NA,NA,NA,NA,"Bird flushed","Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_232619"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""nest description"""":""""about 20 ft from the ground and placed in the top of a haw tree"""", """"clutchSize"""":""""5"""", """"set mark"""":""""A/5"""", """"incubation"""":""""Well begun"""" }""","urn:catalog:UMMZ:Birds:200283","200283","TC 6","Test, Charles D & Louis A",NA,NA,NA,NA,NA,"native","present","Eggset, Y",NA,NA,"TC 6",NA,NA,NA,NA,"1895-05-16",NA,"136","136","1895","5","16",NA,NA,NA,NA,"North America | U.S.A. | Indiana | Tippecanoe |  |  |  |","North America",NA,NA,NA,"United States","US","Indiana","Tippecanoe",NA,"Lafayette","North America | U.S.A. | Indiana | Tippecanoe",NA,NA,NA,NA,NA,"40.4179344","-86.8760071","WGS84","4855",NA,NA,NA,NA,NA,"Campbell , Elizabeth","2002-11-21","VertNet Georeferencing Guidelines","Topozone.com","verified by curator","center of city",NA,NA,NA,NA,"Bird seen","Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_200283"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""nest description"""":""""built of sticks and almost perfectly flat; it was about 15 ft from the ground in a haw tree"""", """"clutchSize"""":""""4"""", """"set mark"""":""""B/4"""", """"incubation"""":""""Fresh"""" }""","urn:catalog:UMMZ:Birds:200281","200281","TC 5","Test, Charles D",NA,NA,NA,NA,NA,"native","present","Eggset, Y",NA,NA,"TC 4",NA,NA,NA,NA,"1898-05-30",NA,"150","150","1898","5","30",NA,NA,NA,NA,"North America | U.S.A. | Indiana | Tippecanoe |  |  |  |","North America",NA,NA,NA,"United States","US","Indiana","Tippecanoe",NA,"Lafayette, 2 mi S","North America | U.S.A. | Indiana | Tippecanoe",NA,NA,NA,NA,NA,"40.3436658","-86.8761063","WGS84","5223",NA,NA,NA,NA,NA,"Spinei , Derek","2008-03-21","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,"Bird seen","Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_200281"
"specimen","urn:lsid:biocol.org:col:34917","urn:lsid:biocol.org:col:34962","UMMZ","Birds",NA,NA,"PreservedSpecimen",NA,"""{""""nest description"""":""""diameter outside 12, inside 6; depth outside 6, inside 2; composed of large dead twigs; situated in an apple tree a short distance from a creek"""", """"clutchSize"""":""""4..."""", """"set mark"""":""""A/4"""", """"incubation"""":""""Advanced"""" }""","urn:catalog:UMMZ:Birds:200282","200282","TC 5","McCoy, Herbert Newby",NA,NA,NA,NA,NA,"native","present","Eggset, Y",NA,NA,"TC 5","...[3 broken, 2 on 7 Feb 1994 (P C Chu)]",NA,NA,NA,"1888-06-07",NA,"159","159","1888","6","7",NA,NA,NA,NA,"North America | U.S.A. | Indiana | Wayne |  |  |  |","North America",NA,NA,NA,"United States","US","Indiana","Wayne",NA,"Richmond, Clear Creek","North America | U.S.A. | Indiana | Wayne",NA,NA,NA,NA,NA,"39.8245561","-84.9197673","WGS84","2560",NA,NA,NA,NA,NA,"Spinei , Derek","2008-02-15","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,"Bd flushed off nest","Butorides virescens virescens","|  |  | Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","ummz_200282"
