id,inhs:dead,inhs:total_Males,dwc:county,dwc:locality,idigbio:tribe,dwc:infraspecificEpithet,dwc:earliestEonOrLowestEonothem,dwc:rightsHolder,dwc:lifeStage,dwc:taxonomicStatus,inhs:juv_females,inhs:locationTrs,inhs:location_Basin,dwc:earliestAgeOrLowestStage,inhs:superfamily,dwc:ownerInstitutionCode,dwc:taxonRank,dwc:bed,dwc:country,dwc:verbatimDepth,inhs:instars_Female,dwc:identificationID,dcterms:source,dwc:maximumElevationInMeters,inhs:instars_Male,dwc:waterBody,dwc:family,idigbio:associateCondition,idigbio:associateAuthor,dwc:identificationReferences,symbiota:verbatimScientificName,dwc:rights,dwc:island,dwc:geodeticDatum,dcterms:bibliographicCitation,dwc:nomenclaturalCode,dcterms:type,inhs:vouchered,idigbio:associateCommonName,dwc:earliestEpochOrLowestSeries,fcc:datePicked,dwc:namePublishedIn,dwc:verbatimCoordinateSystem,dwc:coordinateUncertaintyInMeters,dwc:day,dwc:lithostratigraphicTerms,dwc:identificationRemarks,dwc:verbatimTaxonRank,dwc:individualID,dwc:latestPeriodOrHighestSystem,idigbio:determinationHistory,dwc:recordedBy,dwc:order,dcterms:references,dwc:islandGroup,dcterms:accessRights,dwc:group,dwc:dateIdentified,idigbio:associatedFamily,dwc:informationWithheld,dwc:scientificNameID,dwc:verbatimElevation,dcterms:rightsHolder,dwc:establishmentMeans,dwc:taxonID,dwc:namePublishedInYear,dwc:maximumDepthInMeters,inhs:live,dwc:typeStatus,dwc:verbatimLatitude,dwc:occurrenceStatus,fcc:subfamily,dwc:locationID,dwc:basisOfRecord,dwc:taxonRemarks,dc:rights,dwc:latestEpochOrHighestSeries,dwc:dynamicProperties,inhs:relic,dwc:municipality,dwc:previousIdentifications,dwc:latestAgeOrHighestStage,dwc:lowestBiostratigraphicZone,dwc:vernacularName,dwc:fieldNotes,dwc:institutionCode,dwc:samplingEffort,dwc:class,inhs:formII_males,dwc:member,collection_name,dwc:minimumDepthInMeters,dwc:verbatimLocality,ingest,idigbio:associateNotes,dwc:phylum,dcterms:rights,symbiotaverbatimScientificName,dwc:relatedResourceID,dwc:minimumElevationInMeters,dwc:associatedTaxa,data_rights,dwc:samplingProtocol,dwc:originalNameUsage,dwc:startDayOfYear,dwc:verbatimCoordinates,idigbio:substrate,idigbio:etag,idigbio:uuid,dwc:georeferencedDate,inhs:formII_females,dwc:habitat,dwc:scientificNameAuthorship,dwc:occurrenceID,dwc:associatedMedia,dwc:dataGeneralizations,inhs:location_RiverMile,dwc:namePublishedInID,symbiota:recordEnteredBy,inhs:location_Stream,idigbio:associateDeterminedBy,dwc:earliestPeriodOrLowestSystem,dwc:subgenus,dwc:decimalLatitude,idigbio:hostFamily,dwc:georeferenceRemarks,dwc:occurrenceRemarks,row number,dwc:preparations,dwc:identificationVerificationStatus,idigbio:subfamily,idigbio:preparationCount,fcc:pickedBy,dwc:eventRemarks,dwc:VerbatimEventDate,dwc:associatedReferences,dwc:higherGeographyID,link,idigbio:endangeredStatus,dwc:locationAccordingTo,dwc:georeferenceSources,dwc:associatedSequences,dwc:formation,dwc:higherClassification,dwc:catalogNumber,dwc:verbatimSRS,dwc:higherGeography,dwc:individualCount,dwc:decimalLongitude,dwc:datasetName,dwc:month,dwc:georeferencedBy,dwc:eventTime,dwc:identificationQualifier,idigbio:associateRelationship,dwc:behavior,dwc:specificEpithet,dwc:countryCode,idigbio:associateIdentifier,dwc:kingdom,idigbio:recordID,dwc:fieldNumber,dwc:coordinatePrecision,inhs:juv_males,inhs:juv_undetermined,dcterms:language,dwc:stateProvince,dwc:eventDate,inhs:total_females,dwc:collectionID,idigbio:recordId,dwc:collectionCode,dwc:nameAccordingTo,idigbio:barcodeValue,dwc:verbatimLongitude,dwc:georeferenceVerificationStatus,dwc:associatedOccurrences,inhs:formI_males,dwc:recordNumber,dwc:genus,dwc:continent,dwc:sex,dwc:identifiedBy,idigbio:version,dwc:disposition,collection_description,update,dwc:preparation,dwc:latestEraOrHighestErathem,idigbio:associatedRelationship,idigbio:dateModified,dwc:accessRights,dwc:institutionID,dwc:locationRemarks,dwc:reproductiveCondition,dwc:eventID,idigbio:subgenus,dwc:endDayOfYear,dwc:scientificName,dwc:nomenclaturalStatus,dwc:otherCatalogNumbers,dwc:verbatimEventDate,dcterms:reference,dwc:earliestEraOrLowestErathem,idigbio:preservative,dwc:georeferenceProtocol,dcterms:modified,fcc:superfamily,dwc:footprintWKT,dwc:datasetID,dwc:year
bdedbb3f-f154-4c4a-b94a-b99a0dba2ad0,,,Suffolk County,,,,,,,,,,,,,,,,United States of America,,,,,,,,Orchidaceae,,,,,,,,,,,,,,,,,,,,,,,,,F. G. Floyd,Asparagales,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=567743,,http://kiki.huh.harvard.edu/databases/addenda.html#policy,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, informationWithheld",,,© 2012 - 2014 President and Fellows of Harvard College,,,,,,,,,,,PreservedSpecimen,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,Boston,,,,,,Harvard University,,Equisetopsida,,,,,,,,Charophyta,,,,,,,,,,,,dd50b6c4e31996a1ecd2c8af641f2814a27fa747,bdedbb3f-f154-4c4a-b94a-b99a0dba2ad0,,,,(L.) Ker Gawl.,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5f96ae51-6eed-44c5-b8f0-72675104483c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barcode-00354457,,,,,,,,,,,,ophioglossoides,,,Chlorobionta,,,,,,,Massachusetts,,,8a6857c7-a3bc-4ffd-b568-5ad175829f44,urn:uuid:5c8cf702-cbdd-4dfb-a8f2-f473e18bde83,AMES,,,,,,,,Pogonia,,,,,,,,,,,2015-05-28T06:01:43.289Z,,,,Flower,,,,Pogonia ophioglossoides,,AMES-accession-116166,,,,,,2012-01-25 12:40:59,,,,1898
99c4fae8-0ea8-49af-ad77-7012dc8629d7,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,Orchidaceae,,,,,,,,,,,,,,,,,,0,,,,,,,A. M. Gray;,Asparagales,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=591739,,http://kiki.huh.harvard.edu/databases/addenda.html#policy,,,,"field values redacted: eventDate, verbatimEventDate",,,© 2012 - 2014 President and Fellows of Harvard College,,,,,,,,,,,PreservedSpecimen,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,Easton,,,,,,Harvard University,,Equisetopsida,,,,,,,,Charophyta,,,,,,,,,,,,ab77ebff1350266878cab21b1510e11de13b17b3,99c4fae8-0ea8-49af-ad77-7012dc8629d7,,,,L.,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/66eb3c9a-d449-42e1-9421-38a0c657c4f3,,,,,chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,00463621,,,,,,0,,,,,,bulbosa,,,Chlorobionta,,,,,,,Massachusetts,,,8a6857c7-a3bc-4ffd-b568-5ad175829f44,urn:uuid:3d1ffd86-0759-4cbc-8bff-951ffbe8889c,AMES,,,,,,,,Arethusa,,,,,,,,,,,2015-05-28T06:02:03.850Z,,,,,,,,Arethusa bulbosa,,,,,,,,2015-05-12 09:40:08,,,,0
e191ab03-59c6-4d54-9938-473252b0978e,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,Orchidaceae,,,,,,,,,,,,,,,,,,,,,,,,,W. W. Eggleston;,Asparagales,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=593661,,http://kiki.huh.harvard.edu/databases/addenda.html#policy,,,,"field values redacted: eventDate, month, day, verbatimEventDate",,,© 2012 - 2014 President and Fellows of Harvard College,,,,,,,,,,,PreservedSpecimen,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,Stratton,,,,,,Harvard University,,Equisetopsida,,,,,,,,Charophyta,,,,,,,,,,,,d861ed9f91884f94fd37ef53238ec6cfaafdc99f,e191ab03-59c6-4d54-9938-473252b0978e,,,,(Bigelow) Lindl.,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/10ddfef9-5cf8-40e7-b2de-6acf94e32664,,,,,chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,00462380,,,,,,,,,,,,grandiflora,,,Chlorobionta,,,,,,,Vermont,,,8a6857c7-a3bc-4ffd-b568-5ad175829f44,urn:uuid:3f063949-7f29-4626-93f9-f7b3e2b4d70f,AMES,,,,,,,,Platanthera,,,,,,,,,,,2015-05-28T06:02:29.061Z,,,,,,,,Platanthera grandiflora,,,,,,,,2015-05-12 09:40:08,,,,1897
b389c903-cdf7-4415-81b3-b00ead5bb13e,,,Norfolk,,,pubescens,,,,,,,,,,,var.,,United States of America,,,,,,,,Orchidaceae,,,,,,,,,,,,,,,,,,0,,,,,,,E. B. Daniels;,Asparagales,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=791051,,http://kiki.huh.harvard.edu/databases/addenda.html#policy,,,,"field values redacted: eventDate, verbatimEventDate",,,© 2012 - 2014 President and Fellows of Harvard College,,,,,,,,,,,PreservedSpecimen,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,Norwood,,,,,,Harvard University,,Equisetopsida,,,,,,,,Charophyta,,,,,,,,,,,,1cbe445c30dd8b4b1136a0f2b953c5d0b043175b,b389c903-cdf7-4415-81b3-b00ead5bb13e,,,,(Willd.) Knight,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2035a4df-02c3-487b-8000-7e4ce6cebc27,,,,,chris,,,,,,,,,,,,,,,,,,,,,,,,,,00712558,,,,,,0,,,,,,parviflorum,,,Chlorobionta,,,,,,,Massachusetts,,,urn:lsid:biocol.org:col:15408,urn:uuid:9de4ae7e-b9de-44e5-bde7-bc0365adb049,AMES,,,,,,,,Cypripedium,,,,,,,,,,,2015-05-28T06:02:03.835Z,,,,,,,,Cypripedium parviflorum var. pubescens,,,,,,,,2015-05-12 09:40:08,,,,0
7d31aa2a-bfbc-456a-9017-0d8f1fa26a4b,,,Hampshire,,,pubescens,,,,,,,,,,,var.,,United States of America,,,,,,,,Orchidaceae,,,,,,,,,,,,,,,,,,,,,,,,,R. G. Leavitt;,Asparagales,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=791081,,http://kiki.huh.harvard.edu/databases/addenda.html#policy,,,,"field values redacted: eventDate, month, day, verbatimEventDate",,,© 2012 - 2014 President and Fellows of Harvard College,,,,,,,,,,,PreservedSpecimen,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,South Hadley,,,,,,Harvard University,,Equisetopsida,,,,,,,,Charophyta,,,,,,,,,,,,647441f030f7fb7cd1603cac37b09bc06a64af68,7d31aa2a-bfbc-456a-9017-0d8f1fa26a4b,,,,(Willd.) Knight,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/88f0a6df-802b-4093-a6bc-5262ea326e33,,,,,chris,,,,,,,,,,,,,,,,,,,,,,,,,,00712588,,,,,,,,,,,,parviflorum,,,Chlorobionta,,,,,,,Massachusetts,,,urn:lsid:biocol.org:col:15408,urn:uuid:b6b8f294-1d75-4bd2-98e0-f55a921574f8,AMES,,,,,,,,Cypripedium,,,,,,,,,,,2015-05-28T06:01:37.106Z,,,,,,,,Cypripedium parviflorum var. pubescens,,,,,,,,2015-05-12 09:40:08,,,,1905
4f5f6dee-ea45-47ea-b96f-67a6f32396c5,,,Worcester,,,,,,,,,,,,,,,,United States of America,,,,,,,,Orchidaceae,,,,,,,,,,,,,,,,,,0,,,,,,,Hitchcock;,Asparagales,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=940951,,http://kiki.huh.harvard.edu/databases/addenda.html#policy,,,,field values redacted: eventDate,,,© 2012 - 2014 President and Fellows of Harvard College,,,,,,,,,,,PreservedSpecimen,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,Worcester,,,,,,Harvard University,,Equisetopsida,,,,,,,,Charophyta,,,,,,,,,,,,f7caafd4f625600f0f9832376d84566f69bfa085,4f5f6dee-ea45-47ea-b96f-67a6f32396c5,,,,(Bigelow) Lindl.,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/c4d4b4d5-c4cf-4eaa-901b-1e874c325828,,,,,chris,,,,,,,,,,,,,,,,,,,,,,,,,,00462495,,,,,,0,,,,,,grandiflora,,,Chlorobionta,,,,,,,Massachusetts,,,urn:lsid:biocol.org:col:15408,urn:uuid:c000be62-1180-438b-a37e-3e765cdee7d8,AMES,,,,,,,,Platanthera,,,,,,,,,,,2015-05-28T06:01:37.143Z,,,,,,,,Platanthera grandiflora,,,,,,,,2015-05-12 09:40:08,,,,0
be2b5410-df37-4e68-bf06-65c5fd40fd44,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,Orchidaceae,,,,,,,,,,,,,,,,,,,,,,,,,H. M. Denslow;,Asparagales,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=615019,,http://kiki.huh.harvard.edu/databases/addenda.html#policy,,,,"field values redacted: eventDate, month, day, verbatimEventDate, locality",,,© 2012 - 2014 President and Fellows of Harvard College,,,,,,,,,,,PreservedSpecimen,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,,,,,,,Harvard University,,Equisetopsida,,,,,,,,Charophyta,,,,,,,,,,,,95d184c473a88d207fbb4b7c8208b6f45d51294a,be2b5410-df37-4e68-bf06-65c5fd40fd44,,,,(L.) Ker Gawl.,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/e62fca55-b2e1-42fa-8ece-f8dba2913606,,,,,chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,00569750,,,,,,,,,,,,ophioglossoides,,,Chlorobionta,,,,,,,Vermont,,,8a6857c7-a3bc-4ffd-b568-5ad175829f44,urn:uuid:ed6a92c1-cf64-44b8-bdf4-e6f252fb00c6,AMES,,,,,,,,Pogonia,,,,,,,,,,,2015-05-28T06:02:03.865Z,,,,,,,,Pogonia ophioglossoides,,,,,,,,2015-05-12 09:40:08,,,,1909
0106a830-ff1c-471c-bf4a-d08727499457,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,Orchidaceae,,,,,,,,,,,,,,,,,,,,,,,,,Willard W. Eggleston;,Asparagales,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=592089,,http://kiki.huh.harvard.edu/databases/addenda.html#policy,,,,"field values redacted: eventDate, month, day, verbatimEventDate",,,© 2012 - 2014 President and Fellows of Harvard College,,,,,,,,,,,PreservedSpecimen,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,Salisbury,,,,,,Harvard University,,Equisetopsida,,,,,,,,Charophyta,,,,,,,,,,,,8a19d24c55635a2354ea00bd5dd018db2fe47836,0106a830-ff1c-471c-bf4a-d08727499457,,,,(Raf.) Raf.,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/88cd6663-d68d-4e3b-9027-8e61ae73a8a6,,,,,Lian,,,,,,,,,,,,,,,,,,,,,,,,,,00462047,,,,,,,,,,,,maculata,,,Chlorobionta,,,,,,,Vermont,,,8a6857c7-a3bc-4ffd-b568-5ad175829f44,urn:uuid:141a359d-c20a-479f-8865-4199eb569ed4,AMES,,,,,,,,Corallorhiza,,,,,,,,,,,2015-05-28T06:02:03.838Z,,,,,,,,Corallorhiza maculata,,,,,,,,2015-05-12 09:40:08,,,,1903
8c5b32d3-7255-4478-844e-e2c732c41118,,,Bennington,,,makasin,,,,,,,,,,,var.,,United States of America,,,,,,,,Orchidaceae,,,,,,,,,,,,,,,,,,0,,,,,,,J. R. Churchill; R. G. Leavitt,Asparagales,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=789230,,http://kiki.huh.harvard.edu/databases/addenda.html#policy,,,,"field values redacted: eventDate, verbatimEventDate",,,© 2012 - 2014 President and Fellows of Harvard College,,,,,,,,,,,PreservedSpecimen,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,Pownal,,,,,,Harvard University,,Equisetopsida,,,,,,,,Charophyta,,,,,,,,,,,,74fa6cce998217c5bcdd482e22505d1df5f8e678,8c5b32d3-7255-4478-844e-e2c732c41118,,,,(Farw.) Sheviak,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/0a156439-f4ea-409f-9444-ccfd26bc2457,,,,,rebecca,,,,,,,,,,,,,,,,,,,,,,,,,,00728295,,,,,,0,,,,,,parviflorum,,,Chlorobionta,,,,,,,Vermont,,,urn:lsid:biocol.org:col:15408,urn:uuid:2cfce584-742d-4577-98aa-1a2a8285884b,AMES,,,,,,,,Cypripedium,,,,,,,,,,,2015-05-28T06:02:35.513Z,,,,,,,,Cypripedium parviflorum var. makasin,,,,,,,,2015-05-12 09:40:08,,,,0
31f4e1b6-99e6-4838-8a24-20298a00902a,,,Bristol County,[Redacted],,,,,,,,,,,,,,,United States of America,,,,,,,,Orchidaceae,,,,,,,,,,,,,,,,,,8,,,,,,,O. Ames,Asparagales,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=557596,,http://kiki.huh.harvard.edu/databases/addenda.html#policy,,,,Locality redacted.  CITES Listed Taxon.,,,© 2012 - 2014 President and Fellows of Harvard College,,,,,,,,,,,PreservedSpecimen,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,Easton,,,,,,Harvard University,,Equisetopsida,,,,,,,,Charophyta,,,,,,,,,189,,,234970bebfcbc556eb72b7e49db321483a904780,31f4e1b6-99e6-4838-8a24-20298a00902a,,,,Lindley,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ac930387-cc52-4624-bf92-a55e26d31300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barcode-00102856,,,,,,7,,,,,,laxa,,,Chlorobionta,,,,,,,Massachusetts,1903-07-08,,8a6857c7-a3bc-4ffd-b568-5ad175829f44,urn:uuid:885f7d66-99b1-41ce-b3bd-4d9bb731700c,AMES,,,,,,,,Pelexia,,,L. A. Garay (scripsit),,,,,,,,2015-05-28T06:01:36.943Z,,,,Flower,,,,Pelexia laxa,,AMES-accession-2141,,,,,,2010-08-16 16:10:27,,,,1903
95d2c8fc-a11f-41ed-94ff-8810a8458385,,,Aroostook,,,,,,,,,,,,,,,,United States of America,,,,,,,,Orchidaceae,,,,,,,,,,,,,,,,,,,,,,,,,A. A. Eaton;,Asparagales,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=789747,,http://kiki.huh.harvard.edu/databases/addenda.html#policy,,,,"field values redacted: eventDate, month, day, verbatimEventDate",,,© 2012 - 2014 President and Fellows of Harvard College,,,,,,,,,,,PreservedSpecimen,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,Fort Kent,,,,,,Harvard University,,Equisetopsida,,,,,,,,Charophyta,,,,,,,,,,,,e214ad7cd8df919110c9cf7b4d2791ff260a194d,95d2c8fc-a11f-41ed-94ff-8810a8458385,,,,(Nutt.) Lindl.,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ba35da63-9e1e-40f1-961e-981c1acc6cf8,,,,,Lian,,,,,,,,,,,,,,,,,,,,,,,,,,00728802,,,,,,,,,,,,huronensis,,,Chlorobionta,,,,,,,Maine,,,urn:lsid:biocol.org:col:15408,urn:uuid:87a44ee5-46f4-4a01-9923-3c9c9e9d81da,AMES,,,,,,,,Platanthera,,,,,,,,,,,2015-05-28T06:01:56.590Z,,,,,,,,Platanthera huronensis,,,,,,,,2015-05-12 09:40:08,,,,1904
2f9e7dc6-d3c4-4205-b354-059293af5f9c,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,Orchidaceae,,,,,,,,,,,,,,,,,,,,,,,,,Oakes Ames;,Asparagales,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=592335,,http://kiki.huh.harvard.edu/databases/addenda.html#policy,,,,"field values redacted: eventDate, month, day, verbatimEventDate, recordNumber",,,© 2012 - 2014 President and Fellows of Harvard College,,,,,,,,,,,PreservedSpecimen,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,North Tewksbury,,,,,,Harvard University,,Equisetopsida,,,,,,,,Charophyta,,,,,,,,,,,,a9a863118532eda2638f72d7b86e64f19a59e131,2f9e7dc6-d3c4-4205-b354-059293af5f9c,,,,(Bigelow) Lindl.,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/b2320835-aa84-4089-aa62-46441c744023,,,,,chris,,,,,,,,,,,,,,,,,,,,,,,,,,00462456,,,,,,,,,,,,grandiflora,,,Chlorobionta,,,,,,,Massachusetts,,,8a6857c7-a3bc-4ffd-b568-5ad175829f44,urn:uuid:154e19c7-7fe5-4a09-9b61-43e5d7b99e27,AMES,,,,,,,,Platanthera,,,,,,,,,,,2015-05-28T06:02:22.888Z,,,,,,,,Platanthera grandiflora,,,,,,,,2015-05-12 09:40:08,,,,1902
46ae0778-c9a9-4fb5-9605-d30a2be7d617,,,Bennington,,,,,,,,,,,,,,,,United States of America,,,,,,,,Orchidaceae,,,,,,,,,,,,,,,,,,,,,,,,,M. A. Day;,Asparagales,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=615028,,http://kiki.huh.harvard.edu/databases/addenda.html#policy,,,,"field values redacted: eventDate, month, day, verbatimEventDate, recordNumber",,,© 2012 - 2014 President and Fellows of Harvard College,,,,,,,,,,,PreservedSpecimen,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,Sunderland,,,,,,Harvard University,,Equisetopsida,,,,,,,,Charophyta,,,,,,,,,,,,8548119cd598d351e1f448bfaafc31d4ab28df26,46ae0778-c9a9-4fb5-9605-d30a2be7d617,,,,(L.) Ker Gawl.,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/78a5469f-54be-46de-90a6-68bd7eb6c464,,,,,chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,00569760,,,,,,,,,,,,ophioglossoides,,,Chlorobionta,,,,,,,Vermont,,,8a6857c7-a3bc-4ffd-b568-5ad175829f44,urn:uuid:9ea62680-6b54-4d58-b234-f27eaf7de794,AMES,,,,,,,,Pogonia,,,,,,,,,,,2015-05-28T06:02:16.775Z,,,,,,,,Pogonia ophioglossoides,,,,,,,,2015-05-12 09:40:08,,,,1898
e79f501a-b524-45ea-86e4-e2b207c26db9,,,Merrimack,,,,,,,,,,,,,,,,United States of America,,,,,,,,Orchidaceae,,,,,,,,,,,,,,,,,,0,,,,,,,F. T. Lewis;,Asparagales,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=615010,,http://kiki.huh.harvard.edu/databases/addenda.html#policy,,,,"field values redacted: eventDate, verbatimEventDate",,,© 2012 - 2014 President and Fellows of Harvard College,,,,,,,,,,,PreservedSpecimen,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,Warner,,,,,,Harvard University,,Equisetopsida,,,,,,,,Charophyta,,,,,,,,,,,,3324315f2bde76834c59e18b5a0dfe438b6dff3a,e79f501a-b524-45ea-86e4-e2b207c26db9,,,,(L.) Ker Gawl.,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5af82c95-92ee-4a53-86c1-2ce58ecc9e27,,,,,Lian,,,,,,,,,,,,,,,,,,,,,,,,,,00569722,,,,,,0,,,,,,ophioglossoides,,,Chlorobionta,,,,,,,New Hampshire,,,8a6857c7-a3bc-4ffd-b568-5ad175829f44,urn:uuid:4043b2a7-4a7c-4ba8-8d71-f09a5fab8f7c,AMES,,,,,,,,Pogonia,,,,,,,,,,,2015-05-28T06:02:22.937Z,,,,,,,,Pogonia ophioglossoides,,,,,,,,2015-05-12 09:40:08,,,,0
18e198db-f810-4f76-8106-a3aa2fd01aa1,,,Merrimack County,[Redacted],,,,,,,,,,,,,,,United States of America,,,,,,,,Orchidaceae,,,,,,,,,,,,,,,,,,22,,,,,,,T. L. Steiger,Asparagales,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=558963,,http://kiki.huh.harvard.edu/databases/addenda.html#policy,,,,Locality redacted.  CITES Listed Taxon.,,,© 2012 - 2014 President and Fellows of Harvard College,,,,,,Holotype,,,,,PreservedSpecimen,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,Warner,,,,,,Harvard University,,Equisetopsida,,,,,,,,Charophyta,,,,,,,,,266,,,85a147f2472139b119b4744279983799f6369c32,18e198db-f810-4f76-8106-a3aa2fd01aa1,,,,Correll,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/b8d111e0-f6a0-4d72-b631-d50f547a8030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barcode-00104573,,,,,,9,,,,,,×steigeri,,,Chlorobionta,,,,,,,New Hampshire,1940-09-22,,8a6857c7-a3bc-4ffd-b568-5ad175829f44,urn:uuid:c70afb1f-0409-4b56-b3e0-2fc9b2f40a97,AMES,,,,,,,,Spiranthes,,,,,,,,,,,2015-05-28T06:02:22.938Z,,,,Flower,,,,Spiranthes ×steigeri,,AMES-accession-59049,,,,,,2010-08-16 16:07:57,,,,1940
49a50f8b-42a3-489a-b16c-dbc0b489c139,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,Orchidaceae,,,,,,,,,,,,,,,,,,,,,,,,,William Boott;,Asparagales,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=940907,,http://kiki.huh.harvard.edu/databases/addenda.html#policy,,,,"field values redacted: eventDate, month, day, verbatimEventDate",,,© 2012 - 2014 President and Fellows of Harvard College,,,,,,,,,,,PreservedSpecimen,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,,,,,,,Harvard University,,Equisetopsida,,,,,,,,Charophyta,,,,,,,,,,,,7679db55f89a821966408f9e592665a9de657865,49a50f8b-42a3-489a-b16c-dbc0b489c139,,,,(Raf.) Raf.,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/66c85c4e-80ac-4ef8-921e-6eecc4bb801a,,,,,chris,,,,,,,,,,,,,,,,,,,,,,,,,,00462024,,,,,,,,,,,,maculata,,,Chlorobionta,,,,,,,New Hampshire,,,urn:lsid:biocol.org:col:15408,urn:uuid:e36deaff-da77-4fd9-8416-272dd2b31710,AMES,,,,,,,,Corallorhiza,,,,,,,,,,,2015-05-28T06:01:56.891Z,,,,,,,,Corallorhiza maculata,,,,,,,,2015-05-12 09:40:08,,,,1850
bdcc7e09-b48c-4569-b3ac-39e55cc79f0a,,,Franklin,,,,,,,,,,,,,,,,United States of America,,,,,,,,Orchidaceae,,,,,,,,,,,,,,,,,,,,,,,,,C. H. Knowlton;,Asparagales,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=614864,,http://kiki.huh.harvard.edu/databases/addenda.html#policy,,,,"field values redacted: eventDate, month, day, verbatimEventDate",,,© 2012 - 2014 President and Fellows of Harvard College,,,,,,,,,,,PreservedSpecimen,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,Chesterville,,,,,,Harvard University,,Equisetopsida,,,,,,,,Charophyta,,,,,,,,,,,,89faae2b64389c3867d6bde0bfccb6eaee10153b,bdcc7e09-b48c-4569-b3ac-39e55cc79f0a,,,,(L.) Ker Gawl.,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/6e255453-4454-424d-b004-1830c0b7562a,,,,,chris,,,,,,,,,,,,,,,,,,,,,,,,,,00569598,,,,,,,,,,,,ophioglossoides,,,Chlorobionta,,,,,,,Maine,,,8a6857c7-a3bc-4ffd-b568-5ad175829f44,urn:uuid:809fbd58-0024-47bc-a5b6-815961e27cb0,AMES,,,,,,,,Pogonia,,,,,,,,,,,2015-05-28T06:02:29.042Z,,,,,,,,Pogonia ophioglossoides,,,,,,,,2015-05-12 09:40:08,,,,1900
