"inst_cat","institutioncode","catalognumber","key","eventdate","latitude","longitude","name","collectioncode","source"
"uwbm_45810","uwbm","45810","74d3ca21-3929-46ce-aa03-c2ce36d548eb","1988-05-01","29.8251898","-93.2419202","butorides virescens","bird","idigbio"
"ypm_ypm orn 109817","ypm","ypm orn 109817","74efdc11-6947-493a-be4e-0066a9962aa1","1978-09-11","41.2222","-73.0569","butorides virescens","vz","idigbio"
"wfvz_205562","wfvz","205562","750cca75-cb57-4474-ae56-d12b0cc3891c","1921-05-11",NA,NA,"butorides virescens","eggs","idigbio"
"csuc_432","csuc","432","76465238-0922-43c1-901f-344ceafe851d",NA,NA,NA,"butorides virescens","birds","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 4313","ohio state university - bird division, columbus, oh (osum)","osum birds e 4313","77b0d969-2f83-4a4a-a8f5-cce682d9d7e0",NA,"37.5481","-77.4468","butorides virescens","birds","idigbio"
"dmns_24860","dmns","24860","77dc09fe-7220-41ea-9a43-147bce05d086","1925-05-20","42.6330555556","-88.6436111111","butorides virescens","bird specimens","idigbio"
"mmnh_20738","mmnh","20738","785f7664-a404-4b6e-917d-4bed5f606d9d","1962-09-23",NA,NA,"butorides virescens","bird","idigbio"
"hsu_2411","hsu","2411","786cbe15-2ad3-4dc3-9d5c-de8f7c9eed61","1932-06-24",NA,NA,"butorides virescens","wildlifeeggsnest","idigbio"
"msu_5131m","msu","5131m","78fc7905-3fbb-429b-8f4a-b5fb8931d810",NA,NA,NA,"butorides virescens","or","idigbio"
"mlz_34983","mlz","34983","790cbfa3-f957-40d3-837c-36d2b2108d3f","1942-09-25","20.678402","-101.346541","butorides virescens","bird specimens","idigbio"
"mmnh_20062","mmnh","20062","7bd40e80-c488-49b5-82e6-1e24bb3755c6","1962-05-23",NA,NA,"butorides virescens","bird","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 4337","ohio state university - bird division, columbus, oh (osum)","osum birds e 4337","7c7555ef-d2f1-46d0-93af-ed8969f79798",NA,"40.8424","-83.3044","butorides virescens","birds","idigbio"
"mmnh_20070","mmnh","20070","7cfa95ed-25f5-4178-ab03-528e7c92c785","1961-12-10",NA,NA,"butorides virescens","bird","idigbio"
"sdnhm_48123","sdnhm","48123","7d47aa98-f51a-4434-972b-6b8820dfb0d5","1988-04-24","32.9928992","-116.5669155","butorides virescens","birds","idigbio"
"nysm_zo-10124","nysm","zo-10124","7db3959c-7ceb-43a0-9baa-3605bc62346d","1908-07-28","43.903672","-74.910476","butorides virescens","zo","idigbio"
"hsu_2034","hsu","2034","7e3572c8-1389-4b2f-91a6-cbff7047519a","1969-01-19",NA,NA,"butorides virescens","wildlifebirds","idigbio"
"wfvz_12255","wfvz","12255","7e9bd05c-5474-4f39-8738-4105dbc02a34","1963-05-23","17.0224512","-95.0335494","butorides virescens","bird","idigbio"
"mcz_2178","mcz","2178","7eab7a1c-248a-4cf1-ad2e-2b643c7f9698","1862-01-01/1862-12-31",NA,NA,"butorides virescens","orn","idigbio"
"uwbm_10018","uwbm","10018","7ed6db2b-bf5f-4ed1-a3d2-feeb6bfa2236","1930-02-03","25.4118597","-80.9721253","butorides virescens","bird","idigbio"
"dmns_7352","dmns","7352","7f63dc3e-ee6d-4fb7-8133-97216a2b4bd7","1917-05-18","32.247417","-80.780217","butorides virescens","bird specimens","idigbio"
"nysm_zo-11547","nysm","zo-11547","7fb3aea0-7096-4e10-aeeb-3cb71801126b",NA,"41.146324","-72.290293","butorides virescens","zo","idigbio"
"nysm_zo-10126","nysm","zo-10126","7fe8eee0-d126-4559-a9a2-91bd9cb7b521","2007-04-17",NA,NA,"butorides virescens","zo","idigbio"
"wfvz_205539","wfvz","205539","7fe9d094-b101-4df7-8347-e023d8cfc264","1891-05",NA,NA,"butorides virescens","eggs","idigbio"
"mmnh_20033","mmnh","20033","802ce7e9-aba1-427c-80ef-954844be8c7c","1961-08-08",NA,NA,"butorides virescens","bird","idigbio"
"nysm_zo-11543","nysm","zo-11543","81306339-a657-4d8d-a725-253f0c63e2e6","1918-05-18","41.042027","-73.918134","butorides virescens","zo","idigbio"
"uwbm_32750","uwbm","32750","815bcc67-36d8-4d7c-8f5a-8b729204ae17","1980-04-19","31.1517075","-82.3519707","butorides virescens","bird","idigbio"
"sdnhm_36562","sdnhm","36562","8162a028-4135-433b-8a1a-67989c7461d8","1967-05-20","27.4989271","-82.5749312","butorides virescens","birds","idigbio"
"wfvz_205572","wfvz","205572","8170b510-e054-4882-b01a-b98489fb03db","1889-05-20",NA,NA,"butorides virescens","eggs","idigbio"
"mmnh_3808","mmnh","3808","8193cdc7-0148-4f9a-b1ab-0a0083fa5297","1899-05-02",NA,NA,"butorides virescens","bird","idigbio"
"nysm_zo-11533","nysm","zo-11533","81b0d728-e7b6-4bf6-9819-de5a6cd264a9","1926-05-26","40.762395","-73.930215","butorides virescens","zo","idigbio"
"wfvz_205506","wfvz","205506","81b61795-f8c1-4970-877b-e0061ccf2bc4","1891-05-05",NA,NA,"butorides virescens","eggs","idigbio"
"wfvz_205495","wfvz","205495","821482f2-14b8-4fb2-863d-3d8cd7a68a16","1911-05-24",NA,NA,"butorides virescens","eggs","idigbio"
"uwbm_93248","uwbm","93248","827eb11d-07fe-4146-bc6f-30d018e65e1b","2001-01-13",NA,NA,"butorides virescens","bird","idigbio"
"wfvz_205485","wfvz","205485","829814d1-e7f8-4c59-a608-5b5d4aed1d34","1929-05-19",NA,NA,"butorides virescens","eggs","idigbio"
"ypm_ypm orn 102825","ypm","ypm orn 102825","82ce8332-f5ae-4988-a195-4b8ee571dfc3",NA,"41.3081","-72.9286","butorides virescens","vz","idigbio"
"ncsm_5738","ncsm","5738","834ffe70-d227-466f-89ed-b5fc22a20e8d",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"ncsm_20204","ncsm","20204","83d7a7c9-162a-4b70-8cee-ce7fedf05628",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"wfvz_205546","wfvz","205546","846728ee-b623-4192-8aba-0234f5a5a2ff","1898-04-20",NA,NA,"butorides virescens","eggs","idigbio"
"ncsm_4721","ncsm","4721","849f6bf3-f6d6-43a3-a724-88df6154a345",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"uwbm_93249","uwbm","93249","84a5d1e5-24fb-4aed-a16a-4b39c374aeb1","2001-01-09",NA,NA,"butorides virescens","bird","idigbio"
"psm_bird-04913","psm","bird-04913","856a7c8e-c7cb-454e-aac5-8cd7e0808bbb","1921-08-12","36.188179","-94.5405197","butorides virescens","bird","idigbio"
"hsu_1053","hsu","1053","85cc815d-a320-4eee-9371-a99210834152","1965-06-14",NA,NA,"butorides virescens","wildlifebirds","idigbio"
"wfvz_205509","wfvz","205509","863d4f95-279e-4bd8-b22e-36b3a42eb4a8","1893-05-02","38.290647","-122.461995","butorides virescens","eggs","idigbio"
"hsu_572","hsu","572","864a97b3-775f-4c24-8b9d-bc6d8babf164","1941-04-02",NA,NA,"butorides virescens","wildlifebirds","idigbio"
"msb_21160","msb","21160","86d63269-1390-4ffa-ae1e-0ca6e95af03f","1995-08-20",NA,NA,"butorides virescens","bird specimens","idigbio"
"crcm_56-359","crcm","56-359","87739bb5-d7ad-4e4f-86c2-7ae217ca0225","1956-06-12",NA,NA,"butorides virescens","birds","idigbio"
"mlz_47442","mlz","47442","87a6aa51-8a35-4c10-88cf-8412f0447c41","1948-02-09","16.208576","-94.159932","butorides virescens","bird specimens","idigbio"
"wfvz_205536","wfvz","205536","87bfafcb-ca55-470e-9f81-758169760a29","1943-05-15","40.097412","-75.07389","butorides virescens","eggs","idigbio"
"sdnhm_38815","sdnhm","38815","884e2a18-6198-480f-abee-6a817b14a255","1974-05-20","32.77633","-116.79319","butorides virescens","birds","idigbio"
"omnh_5491.0","omnh","5491.0","8965df6a-25b2-4cc7-a8f7-0af5df667e19","1964-07-26","35.5025558","-97.591217","butorides virescens","birds","idigbio"
"dmns_1464","dmns","1464","896c5ada-b0b4-42ff-b4c0-a708834141ca","1913-06-08",NA,NA,"butorides virescens","bird eggs/nests","idigbio"
"dmns_3102","dmns","3102","898390cd-c9a4-491c-a873-70b2b3917cc3","1913-08-13","37.97944","-96.16389","butorides virescens","bird specimens","idigbio"
"mlz_9759","mlz","9759","89ac2845-2837-4288-aae2-a7d17dcef63c","1934-06-14","24.807372","-107.397337","butorides virescens","bird specimens","idigbio"
"hsu_1872","hsu","1872","8baed2d9-fb8f-4ae8-b21d-f8239ed88bd0","1929-05-26",NA,NA,"butorides virescens","wildlifeeggsnest","idigbio"
"wfvz_19846","wfvz","19846","8bb27de3-7538-49cc-94d0-66afb29d7e78","1972-01-10",NA,NA,"butorides virescens","bird","idigbio"
"dmnh_84523","dmnh","84523","8cafd097-7f77-424d-a360-96d1402ead74","1994-04-20","39.5898361","-75.571823","butorides virescens","bird","idigbio"
"uwbm_80271","uwbm","80271","8cb87f65-1ff8-495c-be74-eafbddc7752b","2003-07-03","47.6395373","-122.8284874","butorides virescens","bird","idigbio"
"wfvz_205519","wfvz","205519","8cc08415-917f-49a8-b0b2-f6de1ce80268","1916-05-10","38.47359","-122.662936","butorides virescens","eggs","idigbio"
"nysm_zo-17","nysm","zo-17","8ccbbcb6-1746-4f22-96c0-839dd27dfdc4","1889-03-01","25.90139","-97.49722","butorides virescens","zo","idigbio"
"psm_bird-21101","psm","bird-21101","8cd5fa82-4261-4fd4-9c60-d9620c2729eb","1994-07-18","47.0378741","-122.9006951","butorides virescens","bird","idigbio"
"wfvz_53097","wfvz","53097","8da52f52-240f-4915-9d7f-6837cde6af10","1996-07-10",NA,NA,"butorides virescens","bird","idigbio"
"hsu_5869","hsu","5869","8e29ec46-0cdf-4b43-a5fd-d3eb9de785ee","1980-04-13",NA,NA,"butorides virescens","wildlifebirds","idigbio"
"nysm_zo-11576","nysm","zo-11576","8ebec5f6-1c2d-4e22-bafe-da6396080b15",NA,NA,NA,"butorides virescens","zo","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 4317","ohio state university - bird division, columbus, oh (osum)","osum birds e 4317","8efb14ed-85a9-41bd-bb0c-5ca3f19611a0",NA,"40.2725","-76.9057","butorides virescens","birds","idigbio"
"wfvz_205524","wfvz","205524","8f529f31-35b4-4370-a089-a808cf3a6678","1897-05-19",NA,NA,"butorides virescens","eggs","idigbio"
"ncsm_19419","ncsm","19419","8f8fadef-eeb2-4e1e-b0e3-c43142b15555",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"psm_bird-03531","psm","bird-03531","904091d2-60c0-4181-82a8-4203c7ef6faa","1948-08-01",NA,NA,"butorides virescens","bird","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds b 1963","ohio state university - bird division, columbus, oh (osum)","osum birds b 1963","907088e4-7de1-4021-8f71-c2007011b68b",NA,"39.9611","-82.9989","butorides virescens","birds","idigbio"
"sdnhm_50882","sdnhm","50882","9073b727-e133-43f8-8861-f2674a3f4e09","2002-09-09","32.6633674","-117.04216","butorides virescens","birds","idigbio"
"mlz_50412","mlz","50412","90b65fea-6c0d-48fd-a12b-bcff91cb91c2","1949-09-26","16.404422","-94.216869","butorides virescens","bird specimens","idigbio"
"psm_bird-04911","psm","bird-04911","90b700a6-36fc-467f-a38a-33a7adc3375a","1937-01-13","45.298921","-122.359863","butorides virescens","bird","idigbio"
"mmnh_20048","mmnh","20048","913ca50c-3377-4aff-92ef-3e5de16ad368","1961-07-27",NA,NA,"butorides virescens","bird","idigbio"
"psm_bird-00522","psm","bird-00522","9187ac27-1167-4732-95fa-a36e26c122c4","1944-05-25","45.5234515","-122.6762071","butorides virescens","bird","idigbio"
"sdnhm_51295","sdnhm","51295","91ae9610-0a5e-4583-906b-32dac17089b9","2006-05-04","32.8651696","-117.008171","butorides virescens","birds","idigbio"
"hsu_5867","hsu","5867","9224b058-d4ce-4f36-b6aa-e379a79a9bf5","1984",NA,NA,"butorides virescens","wildlifebirds","idigbio"
"ypm_ypm orn 129770","ypm","ypm orn 129770","92a233f3-48e5-4c2f-825c-72475e791164","1883-02-05","27.2449245","-80.8300858","butorides virescens","vz","idigbio"
"wfvz_205183","wfvz","205183","92e70908-80d3-49f6-8275-b90d8431613e","1904-05-24",NA,NA,"butorides virescens","eggs","idigbio"
"wfvz_205557","wfvz","205557","936e5865-ad77-4f04-b4e2-6426af8643f1","1907-06-12",NA,NA,"butorides virescens","eggs","idigbio"
"wfvz_33233","wfvz","33233","93ed5d6a-ab79-49cc-8011-3dde57db5045","1984-07-06",NA,NA,"butorides virescens","bird","idigbio"
"hsu_267","hsu","267","944dde4e-b6b9-46a9-b8bd-2ceb897a99e1","1928-05-28",NA,NA,"butorides virescens","wildlifeeggsnest","idigbio"
"mmnh_20054","mmnh","20054","94c4ad6e-9938-4e97-bfd4-b4b02133c5d6","1961-08-08",NA,NA,"butorides virescens","bird","idigbio"
"sbmnh_666","sbmnh","666","950b05d2-bf72-4391-8806-9ecaba3cb375","1973-04-22","34.4208333","-119.6972222","butorides virescens","os","idigbio"
"mmnh_13270","mmnh","13270","956815ca-21e3-4718-ba54-c0557179c1bb","1957-07-29",NA,NA,"butorides virescens","bird","idigbio"
"wfvz_205530","wfvz","205530","959513b0-6b45-496b-ae44-d27e00aa0104","1915-06-02",NA,NA,"butorides virescens","eggs","idigbio"
"wfvz_205569","wfvz","205569","959d768e-137c-44bc-acfe-edc8194288f5","1894-06-07",NA,NA,"butorides virescens","eggs","idigbio"
"mmnh_20032","mmnh","20032","95b70bb6-a74f-46f0-9f02-2241dfceeb89","1961-07-26",NA,NA,"butorides virescens","bird","idigbio"
"sdnhm_47004","sdnhm","47004","95b8559b-6c5d-4666-a634-ce2683ef4d7c","1990-06-19","32.668782","-117.09463","butorides virescens","birds","idigbio"
"wfvz_19843","wfvz","19843","9611e979-688f-4157-8176-f32c6246c4b9","1939-08-13",NA,NA,"butorides virescens","bird","idigbio"
"ncsm_5703","ncsm","5703","9675508f-1ded-4895-abc0-7b33dfdd4ec6",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"wfvz_205511","wfvz","205511","96ab6ec0-bd98-425e-a554-b4fdf5677278","1896-06-07",NA,NA,"butorides virescens","eggs","idigbio"
"omnh_11022.0","omnh","11022.0","96b153dc-4605-4ee2-a75a-8742d0fb8020","1976-07-01","33.87855","-96.86528","butorides virescens","birds","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 581","ohio state university - bird division, columbus, oh (osum)","osum birds e 581","97041aec-dbd4-4cb3-b2ef-a0c121570559",NA,"40.8424","-83.3044","butorides virescens","birds","idigbio"
"mmnh_21648","mmnh","21648","97c279ee-ab9b-48a1-a2d1-703b94d3020e","1963-10-20",NA,NA,"butorides virescens","bird","idigbio"
"sdnhm_50050","sdnhm","50050","98309916-4bfe-45d8-897a-373f4f43f1e7","1997-07-20","33.098804","-116.9818211","butorides virescens","birds","idigbio"
"utep_990","utep","990","9845728f-bf8e-4dd2-9474-96cdc9b5dfc4","1983-02-01",NA,NA,"butorides virescens","birds","idigbio"
"wfvz_205491","wfvz","205491","98536a9f-f067-4b43-9e88-b9567f177612","1904-06-15",NA,NA,"butorides virescens","eggs","idigbio"
"wfvz_205532","wfvz","205532","98aba02e-1933-4b2d-84b5-6f657db417dd","1949-05-06",NA,NA,"butorides virescens","eggs","idigbio"
"crcm_41-175","crcm","41-175","98f18d83-7a3b-487e-aeeb-78da451e79ed","1941-07-07",NA,NA,"butorides virescens","birds","idigbio"
"mcz_997","mcz","997","994880f8-0d35-4b9f-a667-1e31b5ec09c6","1859-01-01/1859-12-31",NA,NA,"butorides virescens","orn","idigbio"
"wfvz_7032","wfvz","7032","994b77f7-7568-44f1-9b4c-efe116c56212","1960-03-18","17.7674115","-96.3069171","butorides virescens","bird","idigbio"
"dmnh_80316","dmnh","80316","9a0b8eb4-5dc2-4989-801c-753922bc6589","1992-09-08","39.7764846","-75.7711601","butorides virescens","bird","idigbio"
"wfvz_205567","wfvz","205567","9a0eb57e-ec1d-42a0-9da2-50b77e153a6d","1936-04-18","34.131833","-118.300522","butorides virescens","eggs","idigbio"
"mmnh_1784","mmnh","1784","9a793b1d-7bb0-4109-931e-89b12e4ba82a","1876-08-04",NA,NA,"butorides virescens","bird","idigbio"
"psm_bird-22271","psm","bird-22271","9b6642b4-f391-47c1-9490-72da60aa588b","1997-04-06","30.2937941","-90.3351259","butorides virescens","bird","idigbio"
"wfvz_211597","wfvz","211597","9bc42e97-b37c-4683-bb9c-fc5a67b5c314","1876-05-03",NA,NA,"butorides virescens","eggs","idigbio"
"hsu_2430","hsu","2430","9c7a2d42-48bb-4d8d-8d4d-cef7844dd287",NA,NA,NA,"butorides virescens","wildlifebirds","idigbio"
"ncsm_17612","ncsm","17612","9cfe0f97-dea9-4ec0-8345-f4bcac58945c",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"mlz_46890","mlz","46890","9d66521e-1078-41e8-b561-f53fca8d8bf2","1947-10-23","19.236793","-96.3797","butorides virescens","bird specimens","idigbio"
"mmnh_20058","mmnh","20058","9e88ac43-8de8-4197-8018-0af531b1f285","1961-09-24",NA,NA,"butorides virescens","bird","idigbio"
"ncsm_24174","ncsm","24174","9eb37b14-2ee4-4a80-809f-49e9bf2b4c2f",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"hsu_9164","hsu","9164","9ebc7395-48bf-482d-b63f-d250b50ff3e5","2010-07-30",NA,NA,"butorides virescens","wildlifebirds","idigbio"
"nysm_zo-2106","nysm","zo-2106","9ed17ff8-c989-41ab-95a0-6899520a809d","1887-08-08","43.525889","-75.396438","butorides virescens","zo","idigbio"
"wnmu_1029","wnmu","1029","9ef9d37d-5ae4-413f-9698-9067ff9059ca","1958-11-08",NA,NA,"butorides virescens","bird specimens","idigbio"
"wfvz_57127","wfvz","57127","9f1844db-5954-4303-958c-bcd2cfc296c0","2014-06-01",NA,NA,"butorides virescens","bird","idigbio"
"wfvz_19847","wfvz","19847","9f29f397-7a92-4d85-a25e-542a65f77ea2","1944-05-28",NA,NA,"butorides virescens","bird","idigbio"
"mmnh_27895","mmnh","27895","9f34396e-5ac7-4992-8f07-abcaf9333e02","1964-10-01",NA,NA,"butorides virescens","bird","idigbio"
"mmnh_30368","mmnh","30368","9f554082-81d0-411d-b85b-f82a20e199cb",NA,NA,NA,"butorides virescens","bird","idigbio"
"wfvz_205565","wfvz","205565","9fa557b6-8470-4d7f-9cc7-ef44910b84ab","1940",NA,NA,"butorides virescens","eggs","idigbio"
"tcwc_15234","tcwc","15234","a037291b-7c82-47ca-becc-ab92ebea7a1c","2009-04-07",NA,NA,"butorides virescens","birds","idigbio"
"nysm_zo-2103","nysm","zo-2103","a03c2f6e-d4df-4cfd-8d06-af7e61e328a2","1904-07-30","42.7925","-73.68167","butorides virescens","zo","idigbio"
"pmns_orn002271","pmns","orn002271","a079a9c5-4042-4d7a-810b-1933e1c301bf","1944-09-23",NA,NA,"butorides virescens","birds","idigbio"
"psm_bird-08589","psm","bird-08589","a086ce77-cc02-4a13-a52c-d176d458a6b7","1954-07-24","47.250781","-122.381626","butorides virescens","bird","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 4311","ohio state university - bird division, columbus, oh (osum)","osum birds e 4311","a0a8f0bd-75fc-4417-bc31-724290939409",NA,"34.0004","-81.0001","butorides virescens","birds","idigbio"
"cumv_50600","cumv","50600","a0eb220b-7b19-43a8-bf1d-be2c0771077d","1860-01-01/2014-01-01",NA,NA,"butorides virescens","bird specimens","idigbio"
"wfvz_205527","wfvz","205527","a1204a05-2355-4749-9302-0108ebd5128f","1890-04-15",NA,NA,"butorides virescens","eggs","idigbio"
"uwbm_35962","uwbm","35962","a12cf7c8-c30e-43e7-bc8a-c68e9f6fa5bf","1977-05-19","43.9145244","-69.9653278","butorides virescens","bird","idigbio"
"dmns_1462","dmns","1462","a12db364-bba6-411b-af14-fbc38144b508","1898-05-22",NA,NA,"butorides virescens","bird eggs/nests","idigbio"
"psm_bird-11189","psm","bird-11189","a14351cc-b99b-4a69-b483-c61192c9d8d9","1989-09-06","47.5706548","-122.2220673","butorides virescens","bird","idigbio"
"nysm_zo-6941","nysm","zo-6941","a17aa94a-ffd6-4786-b00c-7264497b7545","1929-05-01",NA,NA,"butorides virescens","zo","idigbio"
"mmnh_17945","mmnh","17945","a1fc4653-478c-4299-9491-839477942e76","1962-05-22",NA,NA,"butorides virescens","bird","idigbio"
"dmns_3101","dmns","3101","a2c4a6dc-0acf-4065-bf4d-cded6f826a56","1913-08-13","37.97944","-96.16389","butorides virescens","bird specimens","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 4316","ohio state university - bird division, columbus, oh (osum)","osum birds e 4316","a2dae361-27d0-4b10-a9f8-63f998ac5260",NA,"40.8424","-83.3044","butorides virescens","birds","idigbio"
"omnh_8242.0","omnh","8242.0","a2e1b351-24ba-44d9-894e-004bc6d892df","1925-07-12","33.9217","-95.54096","butorides virescens","birds","idigbio"
"wfvz_205461","wfvz","205461","a31c214f-5409-4699-a4ae-5dd9dee7c038","1904-05-24",NA,NA,"butorides virescens","eggs","idigbio"
"ypm_ypm orn 129769","ypm","ypm orn 129769","a3396a43-ee76-413c-82e1-74b0de564cf5","1892-05-16","41.2406419","-95.8495331","butorides virescens","vz","idigbio"
"ypm_ypm orn 125616","ypm","ypm orn 125616","a376e4f0-a67e-449b-b19f-66baff261f62",NA,NA,NA,"butorides virescens","vz","idigbio"
"mlz_50413","mlz","50413","a3e02ed8-f15e-43d7-98a0-f9b3286eb7da","1949-06-24","27.678417","-105.171362","butorides virescens","bird specimens","idigbio"
"mmnh_39031","mmnh","39031","a4241144-6b9d-404c-b06e-a9939c6c39c1","1962-04-27",NA,NA,"butorides virescens","bird","idigbio"
"nysm_zo-11549","nysm","zo-11549","a4ec6b38-ce4c-4e61-8cb6-81d605b3a0cc",NA,"41.146324","-72.290293","butorides virescens","zo","idigbio"
"mmnh_34715","mmnh","34715","a52ad188-7b55-403f-afdc-e49672244f46","1975-05-07",NA,NA,"butorides virescens","bird","idigbio"
"mmnh_3809","mmnh","3809","a563fd10-45d6-44c0-9b74-7019a0df2ac3","1893-06-13",NA,NA,"butorides virescens","bird","idigbio"
"nysm_zo-11545","nysm","zo-11545","a5b70b64-88c4-47a4-87fa-3e0b9683c135",NA,NA,NA,"butorides virescens","zo","idigbio"
"ummz_155619","ummz","155619","a5facfb3-1333-4ffc-ad13-bfc7ef8af89e","1946-11-10","19.4166667","-90.6","butorides virescens","birds","idigbio"
"psm_bird-17573","psm","bird-17573","a61a720d-9efb-4186-952c-70a17ba0b5f5","1941-09-13","37.9801756","-96.1633529","butorides virescens","bird","idigbio"
"msb_18200","msb","18200","a63915aa-50c8-4e62-83ff-23384f845196","1970-07-07",NA,NA,"butorides virescens","bird specimens","idigbio"
"psm_bird-11863","psm","bird-11863","a6fb6bb4-b472-4e2c-bac8-86456833b5a6","1941-05-24","29.5582409","-96.3352432","butorides virescens","bird","idigbio"
"dmnh_82413","dmnh","82413","a707e560-7c30-4297-9e8a-448b31e7b0ff","1993-04-01","27.5326293","-80.3759765","butorides virescens","bird","idigbio"
"psm_bird-05644","psm","bird-05644","a71a9730-6cb9-4ac4-ac2e-1bac5380d8c9","1955-07-12","45.5166667","-122.6666667","butorides virescens","bird","idigbio"
"dmns_3100","dmns","3100","a7669a69-6be2-4e15-a644-fd126e852559","1913-08-13","37.97944","-96.16389","butorides virescens","bird specimens","idigbio"
"omnh_21080.0","omnh","21080.0","a7b12562-0d86-432d-af23-732a903b7d7e",NA,NA,NA,"butorides virescens","birds","idigbio"
"ncsm_2971","ncsm","2971","a7c05f82-1239-46c9-b276-41f454edaae7",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"mmnh_3807","mmnh","3807","aa69bac8-6f48-4aa1-8c93-9abd545c359b","1899-06-09",NA,NA,"butorides virescens","bird","idigbio"
"omnh_8245.0","omnh","8245.0","aa83922d-dbd2-420e-9104-631d20a9202e","1954-04-10","35.14069","-97.40974","butorides virescens","birds","idigbio"
"omnh_6120.0","omnh","6120.0","aac4c9b4-0c79-4723-8b67-84c905d4292e","1967-09-02","36.7514702","-98.3541584","butorides virescens","birds","idigbio"
"dmns_15552","dmns","15552","ab01ed0c-a618-47a0-8645-a19d153e1e9b","1920-01-26",NA,NA,"butorides virescens","bird specimens","idigbio"
"wfvz_205553","wfvz","205553","ab1c4756-d0bd-403e-8399-17085bf5f39a","1907-06-12",NA,NA,"butorides virescens","eggs","idigbio"
"wfvz_205346","wfvz","205346","ab408df3-83fc-435e-8aba-b71968cab5d2","1898-03-18",NA,NA,"butorides virescens","eggs","idigbio"
"wfvz_205499","wfvz","205499","ac495d73-b5cf-4743-ba03-c2873d3ab443","1909-05-20",NA,NA,"butorides virescens","eggs","idigbio"
"psm_bird-09646","psm","bird-09646","ac6c022f-2d7e-4d2f-b3c6-3e57a6a49246","1967-05-15","46.950645","-124.051005","butorides virescens","bird","idigbio"
"lacm_86056","lacm","86056","acf09dfc-cda2-404d-be09-8c78b74c1ee3","1933-03-02","5.53","-87.07","butorides virescens","birds","idigbio"
"wfvz_27102","wfvz","27102","ad1e3961-b69c-4ea4-a9c4-e84e9a3241f6","1934-04-20",NA,NA,"butorides virescens","eggs","idigbio"
"mmnh_20053","mmnh","20053","ad8d13b1-11f1-4cc8-bfe2-23a617089060","1961-08-08",NA,NA,"butorides virescens","bird","idigbio"
"mmnh_20076","mmnh","20076","addbc108-9a8b-42ad-ac7c-a0d67103fb53","1963-04-21",NA,NA,"butorides virescens","bird","idigbio"
"wfvz_57061","wfvz","57061","aec1767a-7022-4127-b747-aa22449d52af","2013-06-23",NA,NA,"butorides virescens","bird","idigbio"
"mmnh_34716","mmnh","34716","af046031-755a-4695-b176-9f9b6f00d4de","1975-05-16",NA,NA,"butorides virescens","bird","idigbio"
"wfvz_205487","wfvz","205487","af4354d6-aa0a-4d85-9e91-a17081b83cc2","1885-05-23",NA,NA,"butorides virescens","eggs","idigbio"
"mmnh_20052","mmnh","20052","af913a1d-91ad-4ce5-9dee-c832d906f9ed","1961-08-08",NA,NA,"butorides virescens","bird","idigbio"
"sdnhm_51171","sdnhm","51171","afe51e11-cd86-48cd-a17a-af1fb7934670","2005-09-17","33.0178638","-116.8375776","butorides virescens","birds","idigbio"
"wfvz_205559","wfvz","205559","afe548be-378f-4082-bc83-4186b30f63c4","1932-06-12",NA,NA,"butorides virescens","eggs","idigbio"
"hsu_2018","hsu","2018","afe838ed-49c7-47e1-b56f-6230fdedd1fd","1970-06-11",NA,NA,"butorides virescens","wildlifebirds","idigbio"
"omnh_11021.0","omnh","11021.0","b06d2619-4c87-451d-82e0-7d4b4721732d","1976-07-01","33.87855","-96.86528","butorides virescens","birds","idigbio"
"dmnh_83241","dmnh","83241","b0ee10ab-8b16-4dd2-8f96-df30dfde38a6","1997-09-04","38.7744","-75.1397","butorides virescens","bird","idigbio"
"wfvz_205496","wfvz","205496","b212baff-714f-4005-963f-b1c0ee2d6f4b","1920-05-25",NA,NA,"butorides virescens","eggs","idigbio"
"msb_21398","msb","21398","b2cedb51-307d-4285-84c5-0891bf5e8bdd","1997-04-14",NA,NA,"butorides virescens","bird specimens","idigbio"
"ttrs_24","ttrs","24","b3c42ae0-cad9-4c75-8504-e0b96738cbe0",NA,"30.663779","-84.210611","butorides virescens",NA,"idigbio"
"mlz_11110","mlz","11110","b434c978-4c8a-498f-87e6-ec0d6eba5993","1933-04-22","26.4","-109.25","butorides virescens","bird specimens","idigbio"
"omnh_4473.0","omnh","4473.0","b46698a7-fb85-47cf-aa32-65d54edc2d27","1957-09-07","36.08212","-95.85976","butorides virescens","birds","idigbio"
