"inst_cat","institutioncode","catalognumber","key","eventdate","latitude","longitude","name","collectioncode","source"
"wfvz_165679","WFVZ","165679","urn:catalog:WFVZ:Eggs:165679","1927-05-22","39.425819","-74.352511","Butorides virescens virescens","Eggs","vertnet"
"wfvz_165685","WFVZ","165685","urn:catalog:WFVZ:Eggs:165685","1923-05-06","39.650311","-75.509153","Butorides virescens virescens","Eggs","vertnet"
"wfvz_165688","WFVZ","165688","urn:catalog:WFVZ:Eggs:165688","1927-05-22","39.408013","-74.371437","Butorides virescens virescens","Eggs","vertnet"
"wfvz_205509","WFVZ","205509","urn:catalog:WFVZ:Eggs:205509","1893-05-02","38.290647","-122.461995","Butorides virescens","Eggs","vertnet"
"wfvz_205512","WFVZ","205512","urn:catalog:WFVZ:Eggs:205512","1892-05-16","38.244454","-122.632762","Butorides virescens","Eggs","vertnet"
"wfvz_205521","WFVZ","205521","urn:catalog:WFVZ:Eggs:205521","1916-05-10","38.47359","-122.662936","Butorides virescens","Eggs","vertnet"
"wfvz_205531","WFVZ","205531","urn:catalog:WFVZ:Eggs:205531","1885-04-25","30.1052325","-93.903588","Butorides virescens","Eggs","vertnet"
"wfvz_36040","WFVZ","36040","urn:catalog:WFVZ:Eggs:36040","1950-05-11","36.593124","-121.120698","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_72099","WFVZ","72099","urn:catalog:WFVZ:Eggs:72099","1934-05-24","33.057466","-117.085422","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_89297","WFVZ","89297","urn:catalog:WFVZ:Eggs:89297","1920-06-27","32.776512","-116.992351","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_165676","WFVZ","165676","urn:catalog:WFVZ:Eggs:165676","1909-06-29","40.038134","-75.019711","Butorides virescens virescens","Eggs","vertnet"
"wfvz_152664","WFVZ","152664","urn:catalog:WFVZ:Eggs:152664","1925-05-10","34.820568","-78.6524963","Butorides virescens virescens","Eggs","vertnet"
"wfvz_89293","WFVZ","89293","urn:catalog:WFVZ:Eggs:89293","1911-05-27","31.723569","-110.193575","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_163517","WFVZ","163517","urn:catalog:WFVZ:Eggs:163517","1920-05-03","36.1658554","-86.7844009","Butorides virescens virescens","Eggs","vertnet"
"wfvz_97310","WFVZ","97310","urn:catalog:WFVZ:Eggs:97310","1934-05-06","36.138847","-119.895225","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_168767","WFVZ","168767","urn:catalog:WFVZ:Eggs:168767","1911-06-02","40.03766","-75.017701","Butorides virescens virescens","Eggs","vertnet"
"wfvz_165689","WFVZ","165689","urn:catalog:WFVZ:Eggs:165689","1927-05-22","39.408013","-74.371437","Butorides virescens virescens","Eggs","vertnet"
"wfvz_117737","WFVZ","117737","urn:catalog:WFVZ:Eggs:117737","1946-04-06","28.548481","-81.3649902","Butorides virescens virescens","Eggs","vertnet"
"wfvz_124820","WFVZ","124820","urn:catalog:WFVZ:Eggs:124820","1922-04-23","31.9802398","-81.1169171","Butorides virescens virescens","Eggs","vertnet"
"wfvz_132057","WFVZ","132057","urn:catalog:WFVZ:Eggs:132057","1922-04-23","31.9802398","-81.1169171","Butorides virescens virescens","Eggs","vertnet"
"wfvz_30947","WFVZ","30947","urn:catalog:WFVZ:Eggs:30947","1932-06-10","32.65466","-80.8381748","Butorides virescens virescens","Eggs","vertnet"
"wfvz_63626","WFVZ","63626","urn:catalog:WFVZ:Eggs:63626","1906-06-20","42.5057684","-90.6536865","Butorides virescens virescens","Eggs","vertnet"
"wfvz_76254","WFVZ","76254","urn:catalog:WFVZ:Eggs:76254","1964-05-07","33.0199275","-116.841237","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_89289","WFVZ","89289","urn:catalog:WFVZ:Eggs:89289","1909-05-25","29.5046911","-82.2798195","Butorides virescens virescens","Eggs","vertnet"
"wfvz_92467","WFVZ","92467","urn:catalog:WFVZ:Eggs:92467","1912-04-01","36.998892","-122.00741","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_93256","WFVZ","93256","urn:catalog:WFVZ:Eggs:93256","1918-05-16","37.3857079","-75.7277297","Butorides virescens virescens","Eggs","vertnet"
"wfvz_95667","WFVZ","95667","urn:catalog:WFVZ:Eggs:95667","1890-04-27","28.1371283","-82.7528924","Butorides virescens virescens","Eggs","vertnet"
"wfvz_96574","WFVZ","96574","urn:catalog:WFVZ:Eggs:96574","1905-05-20","29.6816754","-82.3539696","Butorides virescens virescens","Eggs","vertnet"
"wfvz_96732","WFVZ","96732","urn:catalog:WFVZ:Eggs:96732","1946-04-16","26.9808286","-81.1779785","Butorides virescens virescens","Eggs","vertnet"
"wfvz_9841","WFVZ","9841","urn:catalog:WFVZ:Eggs:9841","1927-05-05","37.4170726","-75.6944275","Butorides virescens virescens","Eggs","vertnet"
"wfvz_205566","WFVZ","205566","urn:catalog:WFVZ:Eggs:205566","1885-04-25","30.1052325","-93.903588","Butorides virescens","Eggs","vertnet"
"wfvz_45127","WFVZ","45127","urn:catalog:WFVZ:Eggs:45127","1895-05-23","39.887221","-80.173662","Butorides virescens virescens","Eggs","vertnet"
"wfvz_98444","WFVZ","98444","urn:catalog:WFVZ:Eggs:98444","1893-05-24","39.870946","-80.2111115","Butorides virescens virescens","Eggs","vertnet"
"wfvz_165662","WFVZ","165662","urn:catalog:WFVZ:Eggs:165662","1932-06-24","40.08611","-74.86917","Butorides virescens virescens","Eggs","vertnet"
"wfvz_27106","WFVZ","27106","urn:catalog:WFVZ:Eggs:27106","1934-06-02","41.3245665","-89.5218178","Butorides virescens virescens","Eggs","vertnet"
"wfvz_30392","WFVZ","30392","urn:catalog:WFVZ:Eggs:30392","1959-04-26","32.6814299","-79.9701691","Butorides virescens virescens","Eggs","vertnet"
"wfvz_45133","WFVZ","45133","urn:catalog:WFVZ:Eggs:45133","1940-06-06","29.491604","-95.645317","Butorides virescens virescens","Eggs","vertnet"
"wfvz_89282","WFVZ","89282","urn:catalog:WFVZ:Eggs:89282","1928-05-09","35.653955","-120.385426","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_89299","WFVZ","89299","urn:catalog:WFVZ:Eggs:89299","1925-04-28","35.633974","-120.656418","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_96569","WFVZ","96569","urn:catalog:WFVZ:Eggs:96569","1915-05-30","40.0861473","-88.5128403","Butorides virescens virescens","Eggs","vertnet"
"wfvz_165099","WFVZ","165099","urn:catalog:WFVZ:Eggs:165099","1923-05-12","39.633237","-75.457859","Butorides virescens virescens","Eggs","vertnet"
"wfvz_93261","WFVZ","93261","urn:catalog:WFVZ:Eggs:93261","1934-05-06","34.379358","-118.991718","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_169063","WFVZ","169063","urn:catalog:WFVZ:Eggs:169063","1927-05-22","39.408013","-74.371437","Butorides virescens virescens","Eggs","vertnet"
"wfvz_168769","WFVZ","168769","urn:catalog:WFVZ:Eggs:168769","1927-05-22","39.425819","-74.352511","Butorides virescens virescens","Eggs","vertnet"
"wfvz_133058","WFVZ","133058","urn:catalog:WFVZ:Eggs:133058","1927-05-08","37.4170726","-75.6944275","Butorides virescens virescens","Eggs","vertnet"
"wfvz_33315","WFVZ","33315","urn:catalog:WFVZ:Eggs:33315","1897-06-06","41.6867584","-81.1467361","Butorides virescens virescens","Eggs","vertnet"
"wfvz_54420","WFVZ","54420","urn:catalog:WFVZ:Eggs:54420","1908-05-04","37.422429","-122.176838","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_59004","WFVZ","59004","urn:catalog:WFVZ:Eggs:59004","1945-04-27","38.1192928","-76.3738377","Butorides virescens virescens","Eggs","vertnet"
"wfvz_59006","WFVZ","59006","urn:catalog:WFVZ:Eggs:59006","1945-04-27","38.1192928","-76.3738377","Butorides virescens virescens","Eggs","vertnet"
"wfvz_59007","WFVZ","59007","urn:catalog:WFVZ:Eggs:59007","1941-05-03","37.4170726","-75.6944275","Butorides virescens virescens","Eggs","vertnet"
"wfvz_59916","WFVZ","59916","urn:catalog:WFVZ:Eggs:59916","1936-05-09","37.542707","-121.74196","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_61994","WFVZ","61994","urn:catalog:WFVZ:Eggs:61994","1928-04-16","34.61806","-120.193472","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_154382","WFVZ","154382","urn:catalog:WFVZ:Eggs:154382","1933-04-30","36.0560382","-86.7985153","Butorides virescens virescens","Eggs","vertnet"
"wfvz_54421","WFVZ","54421","urn:catalog:WFVZ:Eggs:54421","1918-05-05","38.0683515","-122.725754","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_124823","WFVZ","124823","urn:catalog:WFVZ:Eggs:124823","1927-05-06","37.4170726","-75.6944275","Butorides virescens virescens","Eggs","vertnet"
"wfvz_154380","WFVZ","154380","urn:catalog:WFVZ:Eggs:154380","1932-05-07","36.1658897","-86.7844429","Butorides virescens virescens","Eggs","vertnet"
"wfvz_124037","WFVZ","124037","urn:catalog:WFVZ:Eggs:124037","1913-05-21","31.878468","-102.343088","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_94665","WFVZ","94665","urn:catalog:WFVZ:Eggs:94665","1904-05-28","37.40473","-122.237436","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_94544","WFVZ","94544","urn:catalog:WFVZ:Eggs:94544","1904-05-14","40.4192466","-86.8798828","Butorides virescens virescens","Eggs","vertnet"
"wfvz_95722","WFVZ","95722","urn:catalog:WFVZ:Eggs:95722","1904-06-15","37.40473","-122.237436","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_118479","WFVZ","118479","urn:catalog:WFVZ:Eggs:118479","1911-06-18","31.723569","-110.193575","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_124034","WFVZ","124034","urn:catalog:WFVZ:Eggs:124034","1909-06-27","31.723569","-110.193575","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_27438","WFVZ","27438","urn:catalog:WFVZ:Eggs:27438","1933-04-29","33.971524","-118.4158548","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_2985","WFVZ","2985","urn:catalog:WFVZ:Eggs:2985","1918-05-18","38.5632","-76.0788","Butorides virescens virescens","Eggs","vertnet"
"wfvz_30945","WFVZ","30945","urn:catalog:WFVZ:Eggs:30945","1933-04-22","31.2135525","-82.3540154","Butorides virescens virescens","Eggs","vertnet"
"wfvz_81753","WFVZ","81753","urn:catalog:WFVZ:Eggs:81753","1910-05-12","34.401956","-118.92021","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_165096","WFVZ","165096","urn:catalog:WFVZ:Eggs:165096","1923-05-06","39.633237","-75.457859","Butorides virescens virescens","Eggs","vertnet"
"wfvz_165665","WFVZ","165665","urn:catalog:WFVZ:Eggs:165665","1920-05-12","40.138626","-75.187859","Butorides virescens virescens","Eggs","vertnet"
"wfvz_67518","WFVZ","67518","urn:catalog:WFVZ:Eggs:67518","1934-05-05","33.966925","-118.018768","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_138723","WFVZ","138723","urn:catalog:WFVZ:Eggs:138723","1908-05-23","39.8220895","-100.5279488","Butorides virescens virescens","Eggs","vertnet"
"wfvz_110853","WFVZ","110853","urn:catalog:WFVZ:Eggs:110853","1907-05-25","37.9106171","-94.5576095","Butorides virescens virescens","Eggs","vertnet"
"wfvz_139584","WFVZ","139584","urn:catalog:WFVZ:Eggs:139584","1909-06-03","39.8220895","-100.5279488","Butorides virescens virescens","Eggs","vertnet"
"wfvz_144679","WFVZ","144679","urn:catalog:WFVZ:Eggs:144679","1933-05-16","32.176967","-110.874503","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_160980","WFVZ","160980","urn:catalog:WFVZ:Eggs:160980","1929-06-01","33.1720426","-79.2121124","Butorides virescens virescens","Eggs","vertnet"
"wfvz_28737","WFVZ","28737","urn:catalog:WFVZ:Eggs:28737","1903-05-14","37.3277814","-75.8457185","Butorides virescens virescens","Eggs","vertnet"
"wfvz_34776","WFVZ","34776","urn:catalog:WFVZ:Eggs:34776","1917-05-11","33.0199275","-116.841237","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_48990","WFVZ","48990","urn:catalog:WFVZ:Eggs:48990","1914-06-21","40.0250359","-88.0733719","Butorides virescens virescens","Eggs","vertnet"
"wfvz_48992","WFVZ","48992","urn:catalog:WFVZ:Eggs:48992","1888-06-20","40.5940269","-91.4163855","Butorides virescens virescens","Eggs","vertnet"
"wfvz_48996","WFVZ","48996","urn:catalog:WFVZ:Eggs:48996","1922-04-24","38.47359","-122.662936","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_7691","WFVZ","7691","urn:catalog:WFVZ:Eggs:7691","1891-05-04","37.3854352","-76.1462402","Butorides virescens virescens","Eggs","vertnet"
"wfvz_86039","WFVZ","86039","urn:catalog:WFVZ:Eggs:86039","1933-05-28","33.96861","-118.43833","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_89296","WFVZ","89296","urn:catalog:WFVZ:Eggs:89296","1916-06-02","36.483133","-119.857093","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_93260","WFVZ","93260","urn:catalog:WFVZ:Eggs:93260","1926-05-17","37.4170726","-75.6944275","Butorides virescens virescens","Eggs","vertnet"
"wfvz_205519","WFVZ","205519","urn:catalog:WFVZ:Eggs:205519","1916-05-10","38.47359","-122.662936","Butorides virescens","Eggs","vertnet"
"wfvz_205556","WFVZ","205556","urn:catalog:WFVZ:Eggs:205556","1924-05-27","28.69056","-95.96722","Butorides virescens","Eggs","vertnet"
"wfvz_2986","WFVZ","2986","urn:catalog:WFVZ:Eggs:2986","1923-05-05","25.9540565","-97.4742175","Butorides virescens virescens","Eggs","vertnet"
"wfvz_96685","WFVZ","96685","urn:catalog:WFVZ:Eggs:96685","1918-05-18","37.40473","-122.237436","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_126062","WFVZ","126062","urn:catalog:WFVZ:Eggs:126062","1906-05-27","42.3037216","-83.2063293","Butorides virescens virescens","Eggs","vertnet"
"wfvz_165664","WFVZ","165664","urn:catalog:WFVZ:Eggs:165664","1923-05-06","39.633237","-75.457859","Butorides virescens virescens","Eggs","vertnet"
"wfvz_110857","WFVZ","110857","urn:catalog:WFVZ:Eggs:110857","1892-06-02","39.7835658","-96.0131606","Butorides virescens virescens","Eggs","vertnet"
"wfvz_123566","WFVZ","123566","urn:catalog:WFVZ:Eggs:123566","1951-06-10","39.865068","-75.264734","Butorides virescens virescens","Eggs","vertnet"
"wfvz_123923","WFVZ","123923","urn:catalog:WFVZ:Eggs:123923","1906-06-02","40.044974","-75.111205","Butorides virescens virescens","Eggs","vertnet"
"wfvz_124826","WFVZ","124826","urn:catalog:WFVZ:Eggs:124826","1916-06-04","39.042517","-74.76324","Butorides virescens virescens","Eggs","vertnet"
"wfvz_126064","WFVZ","126064","urn:catalog:WFVZ:Eggs:126064","1933-04-29","32.483737","-80.8070183","Butorides virescens virescens","Eggs","vertnet"
"wfvz_142072","WFVZ","142072","urn:catalog:WFVZ:Eggs:142072","1934-05-23","33.956135","-118.434322","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_144681","WFVZ","144681","urn:catalog:WFVZ:Eggs:144681","1933-06-03","32.483737","-80.8070183","Butorides virescens virescens","Eggs","vertnet"
"wfvz_146937","WFVZ","146937","urn:catalog:WFVZ:Eggs:146937","1938-05-13","33.991484","-118.073498","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_160978","WFVZ","160978","urn:catalog:WFVZ:Eggs:160978","1920-05-31","41.5317121","-81.1415863","Butorides virescens virescens","Eggs","vertnet"
"wfvz_167127","WFVZ","167127","urn:catalog:WFVZ:Eggs:167127","1893-04-04","29.9060402","-91.9106789","Butorides virescens virescens","Eggs","vertnet"
"wfvz_167333","WFVZ","167333","urn:catalog:WFVZ:Eggs:167333","1917-05-06","33.0199275","-116.841237","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_168765","WFVZ","168765","urn:catalog:WFVZ:Eggs:168765","1893-04-04","29.9060402","-91.9106789","Butorides virescens virescens","Eggs","vertnet"
"wfvz_27105","WFVZ","27105","urn:catalog:WFVZ:Eggs:27105","1933-05-16","32.6241593","-80.6893229","Butorides virescens virescens","Eggs","vertnet"
"wfvz_27108","WFVZ","27108","urn:catalog:WFVZ:Eggs:27108","1938-05-01","29.8397421","-96.164407","Butorides virescens virescens","Eggs","vertnet"
"wfvz_27436","WFVZ","27436","urn:catalog:WFVZ:Eggs:27436","1935-05-11","33.96861","-118.43833","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_28736","WFVZ","28736","urn:catalog:WFVZ:Eggs:28736","1899-06-04","40.5940269","-91.4163855","Butorides virescens virescens","Eggs","vertnet"
"wfvz_28741","WFVZ","28741","urn:catalog:WFVZ:Eggs:28741","1944-06-17","28.611963","-95.941112","Butorides virescens virescens","Eggs","vertnet"
"wfvz_28742","WFVZ","28742","urn:catalog:WFVZ:Eggs:28742","1955-05-18","35.39","-120.60806","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_30394","WFVZ","30394","urn:catalog:WFVZ:Eggs:30394","1925-04-18","35.39","-120.60806","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_30580","WFVZ","30580","urn:catalog:WFVZ:Eggs:30580","1933-04-24","32.483737","-80.8070183","Butorides virescens virescens","Eggs","vertnet"
"wfvz_30948","WFVZ","30948","urn:catalog:WFVZ:Eggs:30948","1933-04-18","32.65466","-80.8381748","Butorides virescens virescens","Eggs","vertnet"
"wfvz_36041","WFVZ","36041","urn:catalog:WFVZ:Eggs:36041","1951-05-23","37.1894935","-121.7050195","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_48984","WFVZ","48984","urn:catalog:WFVZ:Eggs:48984","1903-05-10","38.7540833","-90.5548096","Butorides virescens virescens","Eggs","vertnet"
"wfvz_48987","WFVZ","48987","urn:catalog:WFVZ:Eggs:48987","1903-05-10","38.7540833","-90.5548096","Butorides virescens virescens","Eggs","vertnet"
"wfvz_48989","WFVZ","48989","urn:catalog:WFVZ:Eggs:48989","1903-05-10","38.7540833","-90.5548096","Butorides virescens virescens","Eggs","vertnet"
"wfvz_50243","WFVZ","50243","urn:catalog:WFVZ:Eggs:50243","1898-05-09","29.9060402","-91.9106789","Butorides virescens virescens","Eggs","vertnet"
"wfvz_50338","WFVZ","50338","urn:catalog:WFVZ:Eggs:50338","1894-05-17","41.924632","-91.4192963","Butorides virescens virescens","Eggs","vertnet"
"wfvz_54419","WFVZ","54419","urn:catalog:WFVZ:Eggs:54419","1945-04-21","32.449144","-80.645108","Butorides virescens virescens","Eggs","vertnet"
"wfvz_63627","WFVZ","63627","urn:catalog:WFVZ:Eggs:63627","1910-05-01","38.1349954","-76.5295601","Butorides virescens virescens","Eggs","vertnet"
"wfvz_65800","WFVZ","65800","urn:catalog:WFVZ:Eggs:65800","1936-04-17","32.4837369","-80.8070182","Butorides virescens virescens","Eggs","vertnet"
"wfvz_67520","WFVZ","67520","urn:catalog:WFVZ:Eggs:67520","1934-06-01","33.956135","-118.434322","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_81750","WFVZ","81750","urn:catalog:WFVZ:Eggs:81750","1909-05-16","39.47083","-75.41528","Butorides virescens virescens","Eggs","vertnet"
"wfvz_82418","WFVZ","82418","urn:catalog:WFVZ:Eggs:82418","1907-05-30","32.658413","-117.082716","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_83222","WFVZ","83222","urn:catalog:WFVZ:Eggs:83222","1938-05-01","29.8107052","-96.164407","Butorides virescens virescens","Eggs","vertnet"
"wfvz_83223","WFVZ","83223","urn:catalog:WFVZ:Eggs:83223","1911-07-02","31.723569","-110.193575","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_89294","WFVZ","89294","urn:catalog:WFVZ:Eggs:89294","1920-05-11","38.47359","-122.662936","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_92465","WFVZ","92465","urn:catalog:WFVZ:Eggs:92465","1878-06-17","34.018669","-119.725097","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_93257","WFVZ","93257","urn:catalog:WFVZ:Eggs:93257","1938-05-30","34.620078","-120.044898","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_94591","WFVZ","94591","urn:catalog:WFVZ:Eggs:94591","1909-05-16","40.50056","-75.88444","Butorides virescens virescens","Eggs","vertnet"
"wfvz_94667","WFVZ","94667","urn:catalog:WFVZ:Eggs:94667","1905-06-11","37.40473","-122.237436","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_95480","WFVZ","95480","urn:catalog:WFVZ:Eggs:95480","1920-05-15","38.9621","-76.9219","Butorides virescens virescens","Eggs","vertnet"
"wfvz_95481","WFVZ","95481","urn:catalog:WFVZ:Eggs:95481","1911-05-05","37.2248611","-75.8935547","Butorides virescens virescens","Eggs","vertnet"
"wfvz_96733","WFVZ","96733","urn:catalog:WFVZ:Eggs:96733","1935-05-20","32.9478455","-112.7168198","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_9842","WFVZ","9842","urn:catalog:WFVZ:Eggs:9842","1913-05-25","32.851452","-116.908515","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_165100","WFVZ","165100","urn:catalog:WFVZ:Eggs:165100","1927-05-22","39.408013","-74.371437","Butorides virescens virescens","Eggs","vertnet"
"wfvz_165694","WFVZ","165694","urn:catalog:WFVZ:Eggs:165694","1916-04-29","36.1951713","-86.7845","Butorides virescens virescens","Eggs","vertnet"
"wfvz_205508","WFVZ","205508","urn:catalog:WFVZ:Eggs:205508","1900-05-21","28.308002","-97.153378","Butorides virescens","Eggs","vertnet"
"wfvz_205574","WFVZ","205574","urn:catalog:WFVZ:Eggs:205574","1890-06-07","39.870946","-80.2111115","Butorides virescens","Eggs","vertnet"
"wfvz_165677","WFVZ","165677","urn:catalog:WFVZ:Eggs:165677","1929-06-03","39.86194","-75.2975","Butorides virescens virescens","Eggs","vertnet"
"wfvz_110852","WFVZ","110852","urn:catalog:WFVZ:Eggs:110852","1898-06-05","42.3037216","-83.2063293","Butorides virescens virescens","Eggs","vertnet"
"wfvz_27103","WFVZ","27103","urn:catalog:WFVZ:Eggs:27103","1934-04-24","37.1894935","-121.7050195","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_67519","WFVZ","67519","urn:catalog:WFVZ:Eggs:67519","1934-05-03","33.966925","-118.018768","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_205536","WFVZ","205536","urn:catalog:WFVZ:Eggs:205536","1943-05-15","40.097412","-75.07389","Butorides virescens","Eggs","vertnet"
"wfvz_96688","WFVZ","96688","urn:catalog:WFVZ:Eggs:96688","1918-05-25","37.40473","-122.237436","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_98443","WFVZ","98443","urn:catalog:WFVZ:Eggs:98443","1895-05-25","39.870946","-80.2111115","Butorides virescens virescens","Eggs","vertnet"
"wfvz_95482","WFVZ","95482","urn:catalog:WFVZ:Eggs:95482","1877-06-16","36.998892","-122.00741","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_163520","WFVZ","163520","urn:catalog:WFVZ:Eggs:163520","1919-05-10","36.1534002","-86.7604065","Butorides virescens virescens","Eggs","vertnet"
"wfvz_181857","WFVZ","181857","urn:catalog:WFVZ:Eggs:181857","1904-04-30","36.979375","-122.02946","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_97308","WFVZ","97308","urn:catalog:WFVZ:Eggs:97308","1934-05-06","36.138847","-119.895225","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_97309","WFVZ","97309","urn:catalog:WFVZ:Eggs:97309","1934-04-29","36.7465445","-119.639876","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_26558","WFVZ","26558","urn:catalog:WFVZ:Eggs:26558","1930-05-08","34.093208","-118.099029","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_124829","WFVZ","124829","urn:catalog:WFVZ:Eggs:124829","1893-06-07","39.9833555","-75.7477275","Butorides virescens virescens","Eggs","vertnet"
"wfvz_124822","WFVZ","124822","urn:catalog:WFVZ:Eggs:124822","1927-05-06","37.4170726","-75.6944275","Butorides virescens virescens","Eggs","vertnet"
"wfvz_124825","WFVZ","124825","urn:catalog:WFVZ:Eggs:124825","1921-05-08","38.9621","-76.9219","Butorides virescens virescens","Eggs","vertnet"
"wfvz_168766","WFVZ","168766","urn:catalog:WFVZ:Eggs:168766","1893-04-04","29.9060402","-91.9106789","Butorides virescens virescens","Eggs","vertnet"
"wfvz_27101","WFVZ","27101","urn:catalog:WFVZ:Eggs:27101","1932-04-13","36.8975","-121.56222","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_89295","WFVZ","89295","urn:catalog:WFVZ:Eggs:89295","1920-05-23","38.48389","-122.81861","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_93059","WFVZ","93059","urn:catalog:WFVZ:Eggs:93059","1892-05-28","39.870946","-80.2111115","Butorides virescens virescens","Eggs","vertnet"
"wfvz_9839","WFVZ","9839","urn:catalog:WFVZ:Eggs:9839","1912-05-05","37.4170726","-75.6944275","Butorides virescens virescens","Eggs","vertnet"
"wfvz_163753","WFVZ","163753","urn:catalog:WFVZ:Eggs:163753","1930-05-04","35.653955","-120.385426","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_174924","WFVZ","174924","urn:catalog:WFVZ:Eggs:174924","1893-04-04","29.9060402","-91.9106789","Butorides virescens virescens","Eggs","vertnet"
"wfvz_175079","WFVZ","175079","urn:catalog:WFVZ:Eggs:175079","1893-04-04","29.9060402","-91.9106789","Butorides virescens virescens","Eggs","vertnet"
"wfvz_165693","WFVZ","165693","urn:catalog:WFVZ:Eggs:165693","1932-05-15","39.226095","-74.637825","Butorides virescens virescens","Eggs","vertnet"
"wfvz_98445","WFVZ","98445","urn:catalog:WFVZ:Eggs:98445","1891-05-27","39.870946","-80.2111115","Butorides virescens virescens","Eggs","vertnet"
"wfvz_7689","WFVZ","7689","urn:catalog:WFVZ:Eggs:7689","1909-04-25","29.5046911","-82.2798195","Butorides virescens virescens","Eggs","vertnet"
"wfvz_89221","WFVZ","89221","urn:catalog:WFVZ:Eggs:89221","1925-05-14","41.7142029","-89.3287048","Butorides virescens virescens","Eggs","vertnet"
"wfvz_94547","WFVZ","94547","urn:catalog:WFVZ:Eggs:94547","1942-05-11","33.229062","-112.7692","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_12225","WFVZ","12225","urn:catalog:WFVZ:Eggs:12225","1925-05-12","34.401956","-118.92021","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_205567","WFVZ","205567","urn:catalog:WFVZ:Eggs:205567","1936-04-18","34.131833","-118.300522","Butorides virescens","Eggs","vertnet"
"wfvz_165666","WFVZ","165666","urn:catalog:WFVZ:Eggs:165666","1932-05-04","39.86194","-75.2975","Butorides virescens virescens","Eggs","vertnet"
"wfvz_98442","WFVZ","98442","urn:catalog:WFVZ:Eggs:98442","1894-05-16","39.870946","-80.2111115","Butorides virescens virescens","Eggs","vertnet"
"wfvz_124830","WFVZ","124830","urn:catalog:WFVZ:Eggs:124830","1916-05-10","38.47359","-122.662936","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_48994","WFVZ","48994","urn:catalog:WFVZ:Eggs:48994","1921-05-01","38.47359","-122.662936","Butorides virescens anthonyi","Eggs","vertnet"
"wfvz_48997","WFVZ","48997","urn:catalog:WFVZ:Eggs:48997","1922-05-21","38.47359","-122.662936","Butorides virescens anthonyi","Eggs","vertnet"
