"","barcodevalue","basisofrecord","bed","catalognumber","class","collectioncode","collectionid","collectionname","collector","commonname","continent","country","countrycode","county","datecollected","datemodified","dqs","earliestageorloweststage","earliestepochorlowestseries","earliesteraorlowesterathem","earliestperiodorlowestsystem","etag","eventdate","family","fieldnumber","formation","gbif_cannonicalname","gbif_genus","gbif_specificepithet","gbif_taxonid","genus","latitude","longitude","group","hasImage","highertaxon","individualcount","infraspecificepithet","institutioncode","institutionid","institutionname","kingdom","latestageorhigheststage","latestepochorhighestseries","latesteraorhighesterathem","latestperiodorhighestsystem","lithostratigraphicterms","locality","lowestbiostratigraphiczone","maxdepth","maxelevation","member","mindepth","minelevation","municipality","occurrenceid","order","phylum","recordnumber","recordset","name","specificepithet","stateprovince","typestatus","uuid","verbatimeventdate","verbatimlocality","version","waterbody","prov","inst_cat"
"545",NA,"preservedspecimen",NA,"57061","aves","bird",NA,NA,"west la animal services",NA,"north america","united states","usa","los angeles",2013-06-23 00:00:00,"2015-03-10T01:52:00.584000+00:00","0.4",NA,NA,NA,NA,"fc4d50991f85b83f9e20eab47f1f7a4e8b981b22","2013-06-23","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","ciconiiformes | ardeidae | butorides",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:bird:57061","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","california",NA,"aec1767a-7022-4127-b747-aa22449d52af","23 jun 2013","north america | usa | california | los angeles",NA,NA,"idigbio","wfvz_57061"
"546",NA,"preservedspecimen",NA,"34716","aves","bird",NA,NA,"ramos",NA,"north america","mexico","mex",NA,1975-05-16 00:00:00,"2015-03-10T10:13:34.732000+00:00","0.383333333333333",NA,NA,NA,NA,"aa51257fae522219f29ae11b2004f8c9b0ac8e7c","1975-05-16","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"mmnh","http://grbio.org/cool/2060-6rgs",NA,"animalia",NA,NA,NA,NA,NA,"tuxtla mts., 0.5km e of cerro balzapote",NA,NA,NA,NA,NA,NA,NA,"f6a5e332-7e08-11e3-81f0-12313d0829ba","pelecaniformes","chordata",NA,"c778d536-e9d4-422e-8e34-1d74a01f4c48","butorides virescens","virescens","veracruz",NA,"af046031-755a-4695-b176-9f9b6f00d4de",NA,"undefined | mexico | veracruz | tuxtla mts., 0.5km e of cerro balzapote",NA,NA,"idigbio","mmnh_34716"
"547",NA,"preservedspecimen",NA,"205487","aves","eggs",NA,NA,"charles h. crumb","green heron","north america","united states","usa","northampton",1885-05-23 00:00:00,"2015-03-10T02:55:23.757000+00:00","0.416666666666667",NA,NA,NA,NA,"99c3d8fecdef27c41db5311cef936e969958b7f7","1885-05-23","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","ardeidae",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,"mockhorn island",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:eggs:205487","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","virginia",NA,"af4354d6-aa0a-4d85-9e91-a17081b83cc2",NA,"usa | virginia | northampton | mockhorn island",NA,NA,"idigbio","wfvz_205487"
"548",NA,"preservedspecimen",NA,"20052","aves","bird",NA,NA,NA,NA,"north america","mexico","mex",NA,1961-08-08 00:00:00,"2015-03-10T10:05:39.390000+00:00","0.366666666666667",NA,NA,NA,NA,"fd82eda89da5227995f8f3571edc691e75dad683","1961-08-08","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"mmnh","http://grbio.org/cool/2060-6rgs",NA,"animalia",NA,NA,NA,NA,NA,"tlacotalpan",NA,NA,NA,NA,NA,NA,NA,"f3193f5c-7e08-11e3-81f0-12313d0829ba","pelecaniformes","chordata",NA,"c778d536-e9d4-422e-8e34-1d74a01f4c48","butorides virescens","virescens","veracruz",NA,"af913a1d-91ad-4ce5-9dee-c832d906f9ed",NA,"undefined | mexico | veracruz | tlacotalpan",NA,NA,"idigbio","mmnh_20052"
"549",NA,"preservedspecimen",NA,"51171","aves","birds",NA,NA,NA,NA,"north america","united states","usa","san diego",2005-09-17 00:00:00,"2015-04-09T21:14:29.050000+00:00","0.383333333333333",NA,NA,NA,NA,"fa4deaa4890e625de101066e6b21ff8e94369bca","2005-09-17","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","33.0178638","-116.8375776",NA,"FALSE","butorides",NA,NA,"sdnhm","urn:lsid:biocol.org:col:34836",NA,"animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:sdnhm:birds:51171","pelecaniformes","chordata",NA,"e01c69a9-c561-4e3d-8a2e-cfeeb4d9528e","butorides virescens","virescens","california",NA,"afe51e11-cd86-48cd-a17a-af1fb7934670","9/17/2005","usa | ca | san diego",NA,NA,"idigbio","sdnhm_51171"
"550",NA,"preservedspecimen",NA,"205559","aves","eggs",NA,NA,"g. bancroft","green heron","north america","mexico","mex",NA,1932-06-12 00:00:00,"2015-03-10T01:59:48.790000+00:00","0.4",NA,NA,NA,NA,"e21850c7dd0347211593ac40f2784ca395893593","1932-06-12","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","ardeidae",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,"pond lagoon, lower california",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:eggs:205559","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","baja california",NA,"afe548be-378f-4082-bc83-4186b30f63c4",NA,"mexico | baja california | baja california norte | pond lagoon, lower california",NA,NA,"idigbio","wfvz_205559"
"551",NA,"preservedspecimen",NA,"2018","aves","wildlifebirds",NA,NA,"jessie tidwell","green heron","north america","united states","usa","humboldt",1970-06-11 00:00:00,"2015-04-09T22:04:53.997000+00:00","0.416666666666667",NA,NA,NA,NA,"d4e5d969a7a6969869a0c5fcc0c37e7919355866","1970-06-11","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","aves | pelecaniformes | ardeidae | butorides",NA,NA,"hsu","http://grbio.org/cool/jaci-3nzp",NA,"animalia",NA,NA,NA,NA,NA,"arcata",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:hsu:wildlifebirds:2018","pelecaniformes","chordata",NA,"46be8190-0533-4fc7-9cab-1faa26d9906e","butorides virescens","virescens","california",NA,"afe838ed-49c7-47e1-b56f-6230fdedd1fd",NA,"usa | california | humboldt",NA,NA,"idigbio","hsu_2018"
"552",NA,"preserved specimen",NA,"11021.0","aves","birds",NA,NA,"g. d. schnell","green heron","north america","united states","usa","marshall",1976-07-01 00:00:00,"2014-06-25T20:03:03.875000+00:00","0.4",NA,NA,NA,NA,"79e60eef2aac468423ddb6bf248c9e16f9a09c91","1976-07-01","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","33.87855","-96.86528",NA,"FALSE",NA,NA,NA,"omnh",NA,NA,"animalia",NA,NA,NA,NA,NA,"2 miles west, 0.5 mile south of willis",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:omnh:birds:11021","pelecaniformes","chordata",NA,"3fedbb40-3988-4665-bf86-6b1c89c57215","butorides virescens","virescens","oklahoma",NA,"b06d2619-4c87-451d-82e0-7d4b4721732d","1 july 1976",NA,NA,NA,"idigbio","omnh_11021.0"
"553",NA,"preservedspecimen",NA,"83241","aves","bird","http://grbio.org/cool/ywsm-eq6q",NA,"tri-state bird rescue",NA,"north america","united states","usa","sussex",1997-09-04 00:00:00,"2015-03-10T08:26:07.078000+00:00","0.466666666666667",NA,NA,NA,NA,"f7ece6ef5b41da038337fa15aaa5e332f36d21b5","1997-09-04","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","38.7744","-75.1397",NA,"FALSE","ciconiiformes | ardeidae | butorides",NA,NA,"dmnh","http://biocol.org/urn:lsid:biocol.org:col:34940",NA,"animalia",NA,NA,NA,NA,NA,"lewes",NA,NA,NA,NA,NA,NA,NA,"a80ce87f-c591-11e3-acd2-03413f76937f","pelecaniformes","chordata","tsbr 97-2357","605bb19b-7564-4e6d-a5df-8ec841d68ba0","butorides virescens","virescens","delaware",NA,"b0ee10ab-8b16-4dd2-8f96-df30dfde38a6","04sep1997","north america | usa | delaware | sussex | lewes",NA,NA,"idigbio","dmnh_83241"
"554",NA,"preservedspecimen",NA,"205496","aves","eggs",NA,NA,"james r. gillin","green heron","north america","united states","usa","montgomery",1920-05-25 00:00:00,"2015-03-10T01:29:16.990000+00:00","0.416666666666667",NA,NA,NA,NA,"99533b7cd35cc3d9c354e16381a31b7cddd76ca7","1920-05-25","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","ardeidae",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,"ft. washington",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:eggs:205496","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","pennsylvania",NA,"b212baff-714f-4005-963f-b1c0ee2d6f4b",NA,"usa | pennsylvania | montgomery | ft. washington",NA,NA,"idigbio","wfvz_205496"
"555",NA,"preservedspecimen",NA,"21398","aves","bird specimens","urn:lsid:biocol.org:col:34950",NA,"collector(s): robert w. dickerman",NA,"north america","united states","usa","galveston county",1997-04-14 00:00:00,"2015-01-07T17:29:42.356000+00:00","0.416666666666667",NA,NA,NA,NA,"fd71ca1da21d9aa1d6304d51b35d20cce16f97d7","1997-04-14","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","animalia chordata aves ciconiiformes ardeidae","1",NA,"msb","urn:lsid:biocol.org:col:34495",NA,"animalia",NA,NA,NA,NA,NA,"high island; 3 mi sw",NA,NA,NA,NA,NA,NA,NA,"urn:occurrence:arctos:msb:bird:21398:453410","pelecaniformes","chordata","rwd23917","011880b9-7697-4626-946f-258a68f754cb","butorides virescens","virescens","texas",NA,"b2cedb51-307d-4285-84c5-0891bf5e8bdd","14 apr 1997","high island; 3 mi sw",NA,NA,"idigbio","msb_21398"
"556",NA,"preservedspecimen",NA,"24","aves",NA,NA,NA,NA,NA,"north america","united states","usa","leon",NA,"2014-09-18T13:51:22.716000+00:00","0.25",NA,NA,NA,NA,"cfabd1d24e15016bdd4c146793285619bcc2f840",NA,"ardeidae",NA,NA,NA,NA,NA,NA,"butorides","30.663779","-84.210611",NA,"TRUE","vertebrata animalia aves butorides virescens chordata butorides ciconiiformes ardeidae",NA,NA,"ttrs",NA,NA,"animalia",NA,NA,NA,NA,NA,"wctv tower",NA,NA,NA,NA,NA,NA,NA,"urn:uuid:b1e7f156-c88b-4c52-ac8f-396d9b187ff9","pelecaniformes","chordata",NA,"e8c1413c-4e2e-46d7-9b6e-df0e416e3786","butorides virescens",NA,"florida",NA,"b3c42ae0-cad9-4c75-8504-e0b96738cbe0",NA,NA,NA,NA,"idigbio","ttrs_24"
"557",NA,"preservedspecimen",NA,"11110","aves","bird specimens",NA,NA,"collector(s): chester c. lamb",NA,"north america","mexico","mex",NA,1933-04-22 00:00:00,"2015-02-22T11:56:46.610000+00:00","0.383333333333333",NA,NA,NA,NA,"7ef9104ef2dbb19ab62f45b333608fc7612a51df","1933-04-22","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","26.4","-109.25",NA,"FALSE","animalia; chordata; aves; ciconiiformes; ardeidae;","1",NA,"mlz","urn:lsid:biocol.org:col:35295",NA,"animalia",NA,NA,NA,NA,NA,"isla basacori",NA,NA,NA,NA,NA,NA,NA,"urn:occurrence:arctos:mlz:bird:11110:924742","pelecaniformes","chordata","17320","c2e06358-1f9f-463c-843f-446c0a37fbd0","butorides virescens","virescens","sonora",NA,"b434c978-4c8a-498f-87e6-ec0d6eba5993","22 apr 1933","isla basacori",NA,NA,"idigbio","mlz_11110"
"558",NA,"preserved specimen",NA,"4473.0","aves","birds",NA,NA,"j. s. tomer","green heron","north america","united states","usa","tulsa",1957-09-07 00:00:00,"2014-06-25T20:18:47.250000+00:00","0.4",NA,NA,NA,NA,"f33d7e4692c0555d394503a4cf26ea663c08fcf3","1957-09-07","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","36.08212","-95.85976",NA,"FALSE",NA,NA,NA,"omnh",NA,NA,"animalia",NA,NA,NA,NA,NA,"5 miles southeast of tulsa",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:omnh:birds:4473","pelecaniformes","chordata",NA,"3fedbb40-3988-4665-bf86-6b1c89c57215","butorides virescens","virescens","oklahoma",NA,"b46698a7-fb85-47cf-aa32-65d54edc2d27","7 september 1957",NA,NA,NA,"idigbio","omnh_4473.0"
"559",NA,"preservedspecimen",NA,"ypm orn 104540","aves","vz",NA,NA,NA,"green heron","north america","united states","usa","dutchess county",NA,"2015-04-18T05:56:27.942000+00:00","0.35",NA,NA,NA,NA,"4939d8186e46dc9c2434442181303e979f3da6c5",NA,"ardeidae","3777",NA,NA,NA,NA,NA,"butorides","41.7667","-73.7",NA,"FALSE","animalia; chordata; vertebrata; amniota; aves; neornithes; neognathae; pelecaniformes; ardeidae","1",NA,"ypm",NA,NA,"animalia",NA,NA,NA,NA,NA,"millbrok school for boys zoo",NA,NA,NA,NA,NA,NA,"millbrook","urn:uuid:916a313e-c215-4361-a5b8-6f76da164387","pelecaniformes","chordata",NA,"8fc08919-1137-42e4-9fa5-9e64f1e5757b","butorides virescens","virescens","new york",NA,"b491ffad-6089-45ab-ba0a-af1766be21a8",NA,NA,NA,NA,"idigbio","ypm_ypm orn 104540"
"560",NA,"preservedspecimen",NA,"334813","aves","orn",NA,NA,"w.w. worthington",NA,"north america","united states","usa","mcintosh",1890-04-23 00:00:00,"2014-11-15T11:10:34.046000+00:00","0.4",NA,NA,NA,NA,"33abc8421c5f7818a9c6bbc2b8aa6fd637b5e0aa","1890-04-23","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","31.4979859","-81.420681",NA,"FALSE","animalia chordata vertebrata aves neornithes ciconiiformes ardeae ardeidae butorides virescens","1",NA,"mcz","b4640710-8e03-11d8-b956-b8a03c50a862",NA,"animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mcz:orn:334813","pelecaniformes","chordata","189","271a9ce9-c6d3-4b63-a722-cb0adc48863f","butorides virescens","virescens","georgia",NA,"b4e10a62-370b-44cd-91f9-6b9ddd0a6777","23/4/1890",NA,NA,NA,"idigbio","mcz_334813"
"561",NA,"preservedspecimen",NA,"20030","aves","bird",NA,NA,"dickerman",NA,"north america","mexico","mex",NA,1961-06-16 00:00:00,"2015-03-10T09:45:32.589000+00:00","0.383333333333333",NA,NA,NA,NA,"761ab2b3db583d785da568e12997fed07de00e10","1961-06-16","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"mmnh","http://grbio.org/cool/2060-6rgs",NA,"animalia",NA,NA,NA,NA,NA,"2mi e of tlacotalpan",NA,NA,NA,NA,NA,NA,NA,"f319044c-7e08-11e3-81f0-12313d0829ba","pelecaniformes","chordata",NA,"c778d536-e9d4-422e-8e34-1d74a01f4c48","butorides virescens","virescens","veracruz",NA,"b5340e81-f02e-4178-a84c-9f504024991f",NA,"undefined | mexico | veracruz | 2mi e of tlacotalpan",NA,NA,"idigbio","mmnh_20030"
"562",NA,"preservedspecimen",NA,"40818","aves","bird","urn:lsid:biocol.org:col:34966",NA,"g. w. shugart","green heron","north america","united states","usa","grand traverse",1985-08-22 00:00:00,"2015-03-10T13:36:48.344000+00:00","0.466666666666667",NA,NA,NA,NA,"ea96c84d8c2bb28551c748c069e040cf55243442","1985-08-22","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","44.76677","-85.5824875",NA,"FALSE","animalia | chordata | aves | ciconiiformes | ardeidae |  | butorides","1",NA,"uwbm","urn:lsid:biocol.org:col:34878",NA,"animalia",NA,NA,NA,NA,NA,"michigan: grand traverse county; traverse city; northwestern michigan college",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:uwbm:bird:40818","pelecaniformes","chordata",NA,"1ea148f3-17d9-4af8-b49f-bb17affe24d8","butorides virescens","virescens","michigan",NA,"b5c0f0e7-b00b-4ad5-9ca9-64a990341818","22 august 1985","united states of america | michigan | grand traverse |  |  | michigan: grand traverse county; traverse city; northwestern michigan college; willow swale",NA,NA,"idigbio","uwbm_40818"
"563",NA,"preservedspecimen",NA,"16575","aves","ncsm-birds",NA,NA,NA,NA,"north america","united states","usa","carteret",1990-08-31 00:00:00,"2015-03-11T01:48:05.670000+00:00","0.283333333333333",NA,NA,NA,NA,"e50436716bafc4308785d05b38f791474aa80764",NA,NA,NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE",NA,NA,NA,"ncsm","http://grbio.org/cool/aasf-rm4s",NA,"animalia",NA,NA,NA,NA,NA,"morehead city",NA,NA,NA,NA,NA,NA,NA,"da916345-8062-44fa-b228-77993863bb05",NA,"chordata",NA,"4438ad00-6ba8-4900-8793-3b5c182150b4","butorides virescens","virescens","north carolina",NA,"b623088f-033b-4000-a5c0-6060c7cf6f41",NA,NA,NA,NA,"idigbio","ncsm_16575"
"564",NA,"preservedspecimen",NA,"6886","aves","bird specimens",NA,NA,"collector(s): a. h. burns",NA,"north america","united states","usa","beaufort county",1917-05-09 00:00:00,"2015-01-07T17:07:53.913000+00:00","0.416666666666667",NA,NA,NA,NA,"6fe55d2fc85f37f5d352f43b2f3c8761e2af0d65","1917-05-09","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","32.247417","-80.780217",NA,"FALSE","animalia; chordata; aves; ciconiiformes; ardeidae;","1",NA,"dmns","urn:lsid:biocol.org:col:35013",NA,"animalia",NA,NA,NA,NA,NA,"buzzard island",NA,NA,NA,NA,NA,NA,NA,"urn:occurrence:arctos:dmns:bird:6886:663159","pelecaniformes","chordata","fcl2451","bcbae485-1286-4452-bbc9-bcb38c6c3573","butorides virescens","virescens","south carolina",NA,"b72449de-de47-4256-b3f0-4930236e9090","9 may 1917","no verbatim locality recorded",NA,NA,"idigbio","dmns_6886"
"565",NA,"preservedspecimen",NA,"38621","aves","bird specimens",NA,NA,"collector(s): h. hendrickson",NA,"north america","united states","usa","highlands county",1964-03-31 00:00:00,"2015-02-21T08:42:53.288000+00:00","0.4",NA,NA,NA,NA,"bdb03b1d8ecb8e77d86aa0bb550d4ac0e1cd6f0d","1964-03-31","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","27.176592","-81.36306",NA,"FALSE","animalia; chordata; aves; ciconiiformes; ardeidae;","1",NA,"cumv","http://grbio.org/cool/i64g-wjcr",NA,"animalia",NA,NA,NA,NA,NA,"8 miles south of lake placid",NA,NA,NA,NA,NA,NA,NA,"urn:occurrence:arctos:cumv:bird:38621:2295091","pelecaniformes","chordata",NA,"e506c5e0-99b6-4e97-b7b4-4536cb80209b","butorides virescens","virescens","florida",NA,"b7497ef0-7de3-47d2-bcf1-8198f7d4ce36","31/3/1964","8 miles south of lake placid",NA,NA,"idigbio","cumv_38621"
"566",NA,"preservedspecimen",NA,"996","aves","orn",NA,NA,"higgins, d.",NA,"north america","united states","usa",NA,1859-01-01 18:59:00,"2014-11-15T04:27:04.283000+00:00","0.366666666666667",NA,NA,NA,NA,"d237642af9601f518d4bafa5a08a26c3816d4cda","1859-01-01/1859-12-31","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","animalia chordata vertebrata aves neornithes ciconiiformes ardeae ardeidae butorides virescens","1",NA,"mcz","b4640710-8e03-11d8-b956-b8a03c50a862",NA,"animalia",NA,NA,NA,NA,NA,"malden, mass.",NA,NA,NA,NA,NA,NA,NA,"mcz:orn:996","pelecaniformes","chordata",NA,"271a9ce9-c6d3-4b63-a722-cb0adc48863f","butorides virescens","virescens","massachusetts",NA,"b7d2e05a-c55e-443d-9d8f-1efa3f61292c","1859",NA,NA,NA,"idigbio","mcz_996"
"567",NA,"preservedspecimen",NA,"20727","aves","bird",NA,NA,"ramirez v",NA,"north america","mexico","mex",NA,1962-01-15 00:00:00,"2015-03-10T10:03:57.144000+00:00","0.383333333333333",NA,NA,NA,NA,"438cb3a962494f2b9af689926029a4b4186ff3f8","1962-01-15","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"mmnh","http://grbio.org/cool/2060-6rgs",NA,"animalia",NA,NA,NA,NA,NA,"el mirador, near oaxaca and puebla",NA,NA,NA,NA,NA,NA,NA,"f33d220a-7e08-11e3-81f0-12313d0829ba","pelecaniformes","chordata",NA,"c778d536-e9d4-422e-8e34-1d74a01f4c48","butorides virescens","virescens","veracruz",NA,"b8d71b1d-6813-43f1-a319-ff3da0549199",NA,"undefined | mexico | veracruz | el mirador, near oaxaca and puebla",NA,NA,"idigbio","mmnh_20727"
"568",NA,"preservedspecimen",NA,"20042","aves","bird",NA,NA,"dickerman",NA,"north america","mexico","mex",NA,1961-09-24 00:00:00,"2015-03-10T09:45:57.409000+00:00","0.383333333333333",NA,NA,NA,NA,"ddc66795992f6d754b70df8982aede97ae677aa6","1961-09-24","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"mmnh","http://grbio.org/cool/2060-6rgs",NA,"animalia",NA,NA,NA,NA,NA,"ca. 1mi s, 1-2mi e of tlacotalpan",NA,NA,NA,NA,NA,NA,NA,"f31923b4-7e08-11e3-81f0-12313d0829ba","pelecaniformes","chordata",NA,"c778d536-e9d4-422e-8e34-1d74a01f4c48","butorides virescens","virescens","veracruz",NA,"b9aac4ac-2a2e-49bf-ac6f-132aafb356ea",NA,"undefined | mexico | veracruz | ca. 1mi s, 1-2mi e of tlacotalpan",NA,NA,"idigbio","mmnh_20042"
"569",NA,"preservedspecimen",NA,"39476","aves","bird specimens",NA,NA,"collector(s): chester c. lamb",NA,"north america","mexico","mex",NA,1944-05-18 00:00:00,"2015-01-06T21:53:14.441000+00:00","0.433333333333333",NA,NA,NA,NA,"4b3c40a98355770568c68768b681c6ff2c7d900c","1944-05-18","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","21.599933","-97.660237",NA,"FALSE","animalia; chordata; aves; ciconiiformes; ardeidae;","1",NA,"mlz","urn:lsid:biocol.org:col:35295",NA,"animalia",NA,NA,NA,NA,NA,"laguna tamiahua",NA,NA,"1.2192",NA,NA,"1.2192",NA,"urn:occurrence:arctos:mlz:bird:39476:275679","pelecaniformes","chordata","10118","c2e06358-1f9f-463c-843f-446c0a37fbd0","butorides virescens","virescens","veracruz",NA,"b9badeab-636e-4ccc-aba3-b2911234a1b2","18 may 1944","laguna tamiahua: 30 mi s tampico",NA,NA,"idigbio","mlz_39476"
"570",NA,"preservedspecimen",NA,"12902","aves","bird",NA,NA,"campbell",NA,"north america","mexico","mex",NA,1956-08-17 00:00:00,"2015-03-10T10:07:28.516000+00:00","0.383333333333333",NA,NA,NA,NA,"602a8ad13de362252695d5437b3fff8d37b52827","1956-08-17","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"mmnh","http://grbio.org/cool/2060-6rgs",NA,"animalia",NA,NA,NA,NA,NA,"4km n of villa lerdo de tejada",NA,NA,NA,NA,NA,NA,NA,"f1d78e1e-7e08-11e3-81f0-12313d0829ba","pelecaniformes","chordata",NA,"c778d536-e9d4-422e-8e34-1d74a01f4c48","butorides virescens","virescens","veracruz",NA,"bb947471-690c-46b0-b54f-bb13df263bd9",NA,"undefined | mexico | veracruz | 4km n of villa lerdo de tejada",NA,NA,"idigbio","mmnh_12902"
"571",NA,"preservedspecimen",NA,"zo-11541","aves","zo",NA,NA,"whiteside jr., joe",NA,"north america","united states","usa","charleston",1897-04-13 00:00:00,"2015-02-22T10:46:50.458000+00:00","0.416666666666667",NA,NA,NA,NA,"2c265c9a65d55136290070551f09688d581dca37","1897-04-13","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","32.763465","-79.837914",NA,"FALSE","animalia | chordata | aves | [not recorded] | ardeidae | butorides","4",NA,"nysm","urn:lsid:biocol.org:col:35009",NA,"animalia",NA,NA,NA,NA,NA,"sullivan's island.",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:nysm:zo:zo-11541","pelecaniformes","chordata",NA,"a8f0fbaf-68b3-4e73-83d7-24d238ac966d","butorides virescens","virescens","south carolina",NA,"bc19dd63-4525-4544-a2d9-74bb27a30f80","1897-04-13","usa | south carolina | charleston | sullivan's island.",NA,NA,"idigbio","nysm_zo-11541"
"572",NA,"preservedspecimen",NA,"32266","aves","bird specimens",NA,NA,"collector(s): chester c. lamb",NA,"north america","mexico","mex",NA,1942-01-03 00:00:00,"2015-02-22T11:54:12.246000+00:00","0.433333333333333",NA,NA,NA,NA,"2292348365695763061130fc345d0436dd7d6e15","1942-01-03","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","20.678402","-101.346541",NA,"FALSE","animalia; chordata; aves; ciconiiformes; ardeidae;","1",NA,"mlz","urn:lsid:biocol.org:col:35295",NA,"animalia",NA,NA,NA,NA,NA,"irapuato area",NA,NA,"1706.88",NA,NA,"1706.88",NA,"urn:occurrence:arctos:mlz:bird:32266:1468512","pelecaniformes","chordata","4799","c2e06358-1f9f-463c-843f-446c0a37fbd0","butorides virescens","virescens","guanajuato",NA,"bc7088db-bcd1-439d-9bfa-66c007136034","03 jan 1942","irapuato: 5 mi nw",NA,NA,"idigbio","mlz_32266"
"573",NA,"preservedspecimen",NA,"12345","aves","bird",NA,NA,"smith",NA,"north america","united states","usa","washington",1956-08-24 00:00:00,"2015-03-10T09:53:26.496000+00:00","0.4",NA,NA,NA,NA,"eeba05b2264cba22cf78694cd872a8267f469fed","1956-08-24","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"mmnh","http://grbio.org/cool/2060-6rgs",NA,"animalia",NA,NA,NA,NA,NA,"afton",NA,NA,NA,NA,NA,NA,NA,"f1c3910c-7e08-11e3-81f0-12313d0829ba","pelecaniformes","chordata",NA,"c778d536-e9d4-422e-8e34-1d74a01f4c48","butorides virescens","virescens","minnesota",NA,"bcd2aab9-75b4-4408-ad5c-ed1d8fc675c6",NA,"undefined | usa | minnesota | washington | afton",NA,NA,"idigbio","mmnh_12345"
