"","barcodevalue","basisofrecord","bed","catalognumber","class","collectioncode","collectionid","collectionname","collector","commonname","continent","country","countrycode","county","datecollected","datemodified","dqs","earliestageorloweststage","earliestepochorlowestseries","earliesteraorlowesterathem","earliestperiodorlowestsystem","etag","eventdate","family","fieldnumber","formation","gbif_cannonicalname","gbif_genus","gbif_specificepithet","gbif_taxonid","genus","latitude","longitude","group","hasImage","highertaxon","individualcount","infraspecificepithet","institutioncode","institutionid","institutionname","kingdom","latestageorhigheststage","latestepochorhighestseries","latesteraorhighesterathem","latestperiodorhighestsystem","lithostratigraphicterms","locality","lowestbiostratigraphiczone","maxdepth","maxelevation","member","mindepth","minelevation","municipality","occurrenceid","order","phylum","recordnumber","recordset","name","specificepithet","stateprovince","typestatus","uuid","verbatimeventdate","verbatimlocality","version","waterbody","prov","inst_cat"
"112",NA,"preservedspecimen",NA,"10259","aves","bird specimens",NA,NA,"collector(s): p. roveglia",NA,"north america","mexico","mex",NA,1932-09-08 00:00:00,"2015-01-06T22:08:25.001000+00:00","0.383333333333333",NA,NA,NA,NA,"e3a6304dbb536c5db9389bba4eef64c342b582b8","1932-09-08","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","18.6424999","-96.7305527",NA,"FALSE","animalia chordata aves ciconiiformes ardeidae","1",NA,"mlz","urn:lsid:biocol.org:col:35295",NA,"animalia",NA,NA,NA,NA,NA,"motzorongo",NA,NA,NA,NA,NA,NA,NA,"urn:occurrence:arctos:mlz:bird:10259:1727940","pelecaniformes","chordata",NA,"c2e06358-1f9f-463c-843f-446c0a37fbd0","butorides virescens","virescens","veracruz",NA,"1e666233-545f-46df-9fce-988a4147b316","08 sep 1932","motzorongo",NA,NA,"idigbio","mlz_10259"
"113",NA,"preservedspecimen",NA,"1778","aves","bird",NA,NA,"benner",NA,"north america","united states","usa","queens",1878-05-28 00:00:00,"2015-03-10T09:50:19.322000+00:00","0.4",NA,NA,NA,NA,"8fa72d0308680195639e7608baeea612b76b5fc7","1878-05-28","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"mmnh","http://grbio.org/cool/2060-6rgs",NA,"animalia",NA,NA,NA,NA,NA,"astoria",NA,NA,NA,NA,NA,NA,NA,"f2b5e74a-7e08-11e3-81f0-12313d0829ba","pelecaniformes","chordata",NA,"c778d536-e9d4-422e-8e34-1d74a01f4c48","butorides virescens","virescens","new york",NA,"1e82850b-5efd-4f68-84c7-2198f83c68ac",NA,"undefined | usa | new york | queens | astoria",NA,NA,"idigbio","mmnh_1778"
"114",NA,"preservedspecimen",NA,"432","aves","orn",NA,NA,"higgins, d.",NA,"north america","united states","usa",NA,1859-01-01 18:59:00,"2014-11-15T23:55:27.021000+00:00","0.366666666666667",NA,NA,NA,NA,"d198a155eb5120c0a173ec778bb7dd18f99775b3","1859-01-01/1859-12-31","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","animalia chordata vertebrata aves neornithes ciconiiformes ardeae ardeidae butorides virescens","1",NA,"mcz","b4640710-8e03-11d8-b956-b8a03c50a862",NA,"animalia",NA,NA,NA,NA,NA,"malden, ma",NA,NA,NA,NA,NA,NA,NA,"mcz:orn:432","pelecaniformes","chordata",NA,"271a9ce9-c6d3-4b63-a722-cb0adc48863f","butorides virescens","virescens","massachusetts",NA,"1f470cf1-95a3-4313-adb0-533b28852f99","1859",NA,NA,NA,"idigbio","mcz_432"
"115",NA,"preservedspecimen",NA,"1552","aves","wildlifebirds",NA,NA,"franklin j. smith & mr. & mrs. betterley","green heron","north america","united states","usa","humboldt",1927-04-10 00:00:00,"2015-04-09T22:02:27.446000+00:00","0.416666666666667",NA,NA,NA,NA,"00f59684e16b741eb176655ed32b67a2d281d45c","1927-04-10","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","aves | pelecaniformes | ardeidae | butorides",NA,NA,"hsu","http://grbio.org/cool/jaci-3nzp",NA,"animalia",NA,NA,NA,NA,NA,"freshwater corners",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:hsu:wildlifebirds:1552","pelecaniformes","chordata",NA,"46be8190-0533-4fc7-9cab-1faa26d9906e","butorides virescens","virescens","california",NA,"1f50f787-5fd6-4282-aed5-72e6ade07de6",NA,"usa | california | humboldt",NA,NA,"idigbio","hsu_1552"
"116",NA,"preservedspecimen",NA,"3805","aves","bird",NA,NA,"lano",NA,"north america","united states","usa","hennepin",1890-05-15 00:00:00,"2015-03-10T09:43:09.741000+00:00","0.4",NA,NA,NA,NA,"873666002e9d332916d2903e131f7cc3d19db251","1890-05-15","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"mmnh","http://grbio.org/cool/2060-6rgs",NA,"animalia",NA,NA,NA,NA,NA,"minnetonka",NA,NA,NA,NA,NA,NA,NA,"f783c896-7e08-11e3-81f0-12313d0829ba","pelecaniformes","chordata",NA,"c778d536-e9d4-422e-8e34-1d74a01f4c48","butorides virescens","virescens","minnesota",NA,"1f657e27-1fac-4795-8e2d-e5236aa7f0e3",NA,"undefined | usa | minnesota | hennepin | minnetonka",NA,NA,"idigbio","mmnh_3805"
"117",NA,"preservedspecimen",NA,"11466","aves","bird specimens",NA,NA,"collector(s): chester c. lamb",NA,"north america","mexico","mex",NA,1933-11-01 00:00:00,"2015-01-06T22:01:00.968000+00:00","0.433333333333333",NA,NA,NA,NA,"6db7288368140d5717194b4ff1d5c3a7de7324f2","1933-11-01","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","24.569476","-107.664966",NA,"FALSE","animalia; chordata; aves; ciconiiformes; ardeidae;","1",NA,"mlz","urn:lsid:biocol.org:col:35295",NA,"animalia",NA,NA,NA,NA,NA,"el molino",NA,NA,"3.048",NA,NA,"3.048",NA,"urn:occurrence:arctos:mlz:bird:11466:781525","pelecaniformes","chordata","18385","c2e06358-1f9f-463c-843f-446c0a37fbd0","butorides virescens","virescens","sinaloa",NA,"1f7ba6ed-26ca-4979-942d-b547ebb0036f","01 nov 1933","el molino",NA,NA,"idigbio","mlz_11466"
"118",NA,"preservedspecimen",NA,"21646","aves","bird",NA,NA,"gavino t",NA,"north america","mexico","mex",NA,1964-09-18 00:00:00,"2015-03-10T09:53:17.620000+00:00","0.383333333333333",NA,NA,NA,NA,"6b19137a89719c0f4cfd1b2742fcca2927e3fa48","1964-09-18","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"mmnh","http://grbio.org/cool/2060-6rgs",NA,"animalia",NA,NA,NA,NA,NA,"san blas",NA,NA,NA,NA,NA,NA,NA,"f3753a1e-7e08-11e3-81f0-12313d0829ba","pelecaniformes","chordata",NA,"c778d536-e9d4-422e-8e34-1d74a01f4c48","butorides virescens","virescens","nayarit",NA,"20196e8a-988f-420b-9009-9f6119a4bdaa",NA,"undefined | mexico | nayarit | san blas",NA,NA,"idigbio","mmnh_21646"
"119",NA,"preservedspecimen",NA,"osum birds e 4312","aves","birds",NA,NA,"bales, b. r.",NA,"north america","united states","usa","pickaway",NA,"2015-02-21T11:02:37.827000+00:00","0.283333333333333",NA,NA,NA,NA,"02529e719a551ef1d814b9558df7952a9819b65b",NA,"ardeidae",NA,NA,NA,NA,NA,NA,"butorides","40.8424","-83.3044",NA,"FALSE",NA,"1",NA,"ohio state university - bird division, columbus, oh (osum)",NA,NA,"animalia",NA,NA,NA,NA,NA,"calamus pond, circleville, pickaway, ohio, usa",NA,NA,NA,NA,NA,NA,NA,"urn:lsid:biosci.ohio-state.edu:osuc_occurrences:osum__birds__e__4312","pelecaniformes","chordata",NA,"3b9ecf1e-3c04-4d8b-84cd-9ae48e70e13a","butorides virescens","virescens","ohio",NA,"201eb610-eb36-4e51-8a14-3e4cc435fb83",NA,NA,NA,NA,"idigbio","ohio state university - bird division, columbus, oh (osum)_osum birds e 4312"
"120",NA,"preservedspecimen",NA,"bird-08590","aves","bird",NA,NA,"d. richards; g. d. alcorn",NA,"north america","united states","usa","pierce",1955-05-01 00:00:00,"2015-02-22T04:49:54.957000+00:00","0.416666666666667",NA,NA,NA,NA,"ef0a5cd95225be04496281c9e77b4ba5775aacac","1955-05-01","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","46.4476278","-120.4203382",NA,"FALSE","aves | ciconiiformes | ardeidae | butorides",NA,NA,"psm","urn:lsid:biocol.org:col:34825",NA,"animalia",NA,NA,NA,NA,NA,"wapato",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:psm:bird:bird-08590","pelecaniformes","chordata",NA,"e6d3c1da-a02f-43a2-a5ef-6a035298b933","butorides virescens","virescens","washington",NA,"2036c3e2-a933-4a0c-a125-8db60bb6f0f8",NA,"usa | washington | pierce | wapato",NA,NA,"idigbio","psm_bird-08590"
"121",NA,"preservedspecimen",NA,"84","aves","ncsm-birds",NA,NA,NA,NA,"north america","united states","usa","wake",1901-07-25 00:00:00,"2015-03-11T01:51:26.299000+00:00","0.283333333333333",NA,NA,NA,NA,"36c1022b69813a1291527dbd2a7cf4c3b1c7d0e7",NA,NA,NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE",NA,NA,NA,"ncsm","http://grbio.org/cool/aasf-rm4s",NA,"animalia",NA,NA,NA,NA,NA,"raleigh",NA,NA,NA,NA,NA,NA,NA,"74afb07a-4a27-43c8-8158-f306785bc291",NA,"chordata",NA,"4438ad00-6ba8-4900-8793-3b5c182150b4","butorides virescens","virescens","north carolina",NA,"208a3cde-447f-4aa6-9c46-43bacd4624ef",NA,NA,NA,NA,"idigbio","ncsm_84"
"122",NA,"preservedspecimen",NA,"11464","aves","bird specimens",NA,NA,"collector(s): chester c. lamb",NA,"north america","mexico","mex",NA,1933-11-04 00:00:00,"2015-01-06T22:08:28.612000+00:00","0.433333333333333",NA,NA,NA,NA,"a1b42a749dd8a5955ae002b5efc6ab466c680692","1933-11-04","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","24.569476","-107.664966",NA,"FALSE","animalia; chordata; aves; ciconiiformes; ardeidae;","1",NA,"mlz","urn:lsid:biocol.org:col:35295",NA,"animalia",NA,NA,NA,NA,NA,"el molino",NA,NA,"3.048",NA,NA,"3.048",NA,"urn:occurrence:arctos:mlz:bird:11464:736516","pelecaniformes","chordata","18422","c2e06358-1f9f-463c-843f-446c0a37fbd0","butorides virescens","virescens","sinaloa",NA,"210d59ff-3b54-427f-bb6b-16b14fd76dde","04 nov 1933","el molino",NA,NA,"idigbio","mlz_11464"
"123",NA,"preservedspecimen",NA,"58-312","aves","birds",NA,NA,"loomis, l. j.","green heron","north america","united states","usa","broome",1958-08-15 00:00:00,"2015-04-09T16:08:24.701000+00:00","0.45",NA,NA,NA,NA,"e36e767e34135ed39ad64ec0e95c1ab48069477e","1958-08-15","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","42.072138","-76.095448",NA,"FALSE","aves | ciconiiformes | ardeidae",NA,NA,"crcm","urn:lsid:biocol.org:col:34938",NA,"animalia",NA,NA,NA,NA,NA,"susquehanna river, 1 mi sw endicott, broome co, ny",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:crcm:birds:58-312","pelecaniformes","chordata",NA,"311c3a01-c824-4a85-8771-fcc3f353619b","butorides virescens","virescens","new york",NA,"21566fda-f497-42df-999f-6e291a366906","15-aug-1958","north america | united states | new york | broome | susquehanna river, 1 mi sw endicott, broome co, ny",NA,NA,"idigbio","crcm_58-312"
"124",NA,"preservedspecimen",NA,"49785","aves","bird",NA,NA,"gollob, t.",NA,"north america","united states","usa","dallas",1968-08-28 00:00:00,"2015-03-10T00:57:35.306000+00:00","0.433333333333333",NA,NA,NA,NA,"e71b7f3d82be20784344344e8eb18c931d1e4d5c","1968-08-28","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","32.6673776","-96.6328239",NA,"FALSE","ciconiiformes | ardeidae | butorides",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,"jordan road, henry martinson road",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:bird:49785","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","texas",NA,"23491351-2745-4984-987f-c60a012b6849","28 aug 1968","north america | usa | texas | dallas | jordan road, henry martinson road",NA,NA,"idigbio","wfvz_49785"
"125",NA,"preservedspecimen",NA,"18684","aves","ncsm-birds",NA,NA,NA,NA,"north america","united states","usa","mecklenburg",1998-07-09 00:00:00,"2015-03-11T01:49:23.977000+00:00","0.283333333333333",NA,NA,NA,NA,"80a37840beaf268242c5fc9fb281c041da0e63f6",NA,NA,NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE",NA,NA,NA,"ncsm","http://grbio.org/cool/aasf-rm4s",NA,"animalia",NA,NA,NA,NA,NA,"near charlotte",NA,NA,NA,NA,NA,NA,NA,"5b48cce5-c3ce-48c0-9978-ee1266a2ea51",NA,"chordata",NA,"4438ad00-6ba8-4900-8793-3b5c182150b4","butorides virescens","virescens","north carolina",NA,"23daad49-a169-4760-8d35-1cf3a8f418d3",NA,NA,NA,NA,"idigbio","ncsm_18684"
"126",NA,"preservedspecimen",NA,"ypm orn 110345","aves","vz",NA,NA,"f. c. sibley","green heron","north america","united states","usa","fairfield county",1979-07-18 00:00:00,"2015-04-18T06:56:43.914000+00:00","0.4",NA,NA,NA,NA,"3790ba0436e787a2a34b683fa8610d55ba499098","1979-07-18","ardeidae","k-946",NA,NA,NA,NA,NA,"butorides","41.2103","-73.1197",NA,"FALSE","animalia; chordata; vertebrata; amniota; aves; neornithes; neognathae; pelecaniformes; ardeidae","1",NA,"ypm",NA,NA,"animalia",NA,NA,NA,NA,NA,"lordship marsh",NA,NA,NA,NA,NA,NA,"stratford","urn:uuid:961b2b23-fdff-4794-940c-32f77ef11c2a","pelecaniformes","chordata",NA,"8fc08919-1137-42e4-9fa5-9e64f1e5757b","butorides virescens","virescens","connecticut",NA,"23facd33-e9ad-471f-9a03-906c557956b1",NA,NA,NA,NA,"idigbio","ypm_ypm orn 110345"
"127",NA,"preservedspecimen",NA,"93250","aves","bird","urn:lsid:biocol.org:col:34966",NA,"j. t. klicka","green heron","north america","honduras","hnd",NA,2001-01-09 00:00:00,"2015-03-12T17:17:57.726000+00:00","0.433333333333333",NA,NA,NA,NA,"2f3aff7288deaf5d5a64d5c0cd9575be40cba96e","2001-01-09","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","animalia | chordata | aves | ciconiiformes | ardeidae |  | butorides","1",NA,"uwbm","urn:lsid:biocol.org:col:34878",NA,"animalia",NA,NA,NA,NA,NA,"honduras: departamento de atlántida; la ceiba, 15 km w [15°45'n 86°55'w]",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:uwbm:bird:93250","pelecaniformes","chordata",NA,"1ea148f3-17d9-4af8-b49f-bb17affe24d8","butorides virescens","virescens","departamento de atlántida",NA,"243c65cf-3c55-41e0-b5cb-9f559a21e8b5","9 january 2001","honduras | departamento de atlántida |  |  |  | honduras: departamento de atlántida; la ceiba, 15 km w [15°45'n 86°55'w]",NA,NA,"idigbio","uwbm_93250"
"128",NA,"preservedspecimen",NA,"45348","aves","bird","urn:lsid:biocol.org:col:34966",NA,"s. a. rohwer","green heron","north america","united states","usa","cameron",1988-05-01 00:00:00,"2015-03-10T12:38:16.632000+00:00","0.466666666666667",NA,NA,NA,NA,"de95a36ec11e1c58dcbeda6585dc1f6f45ab05d1","1988-05-01","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","29.8251898","-93.2419202",NA,"FALSE","animalia | chordata | aves | ciconiiformes | ardeidae |  | butorides","1",NA,"uwbm","urn:lsid:biocol.org:col:34878",NA,"animalia",NA,NA,NA,NA,NA,"louisiana: cameron parish; cameron, 5 mi e",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:uwbm:bird:45348","pelecaniformes","chordata",NA,"1ea148f3-17d9-4af8-b49f-bb17affe24d8","butorides virescens","virescens","louisiana",NA,"246c9856-5069-444e-b0bc-2dfe3780f437","1 may 1988","united states of america | louisiana | cameron |  |  | louisiana: cameron parish; cameron, 5 mi e; coastal marsh",NA,NA,"idigbio","uwbm_45348"
"129",NA,"preserved specimen",NA,"3118.0","aves","birds",NA,NA,"g. m. sutton","green heron","north america","united states","usa","marshall",1957-07-05 00:00:00,"2014-06-25T20:16:00.900000+00:00","0.4",NA,NA,NA,NA,"7afa1c966410caad655975266f231b1e4980ad5f","1957-07-05","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","33.8858","-96.81309",NA,"FALSE",NA,NA,NA,"omnh",NA,NA,"animalia",NA,NA,NA,NA,NA,"1 mile east of willis",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:omnh:birds:3118","pelecaniformes","chordata",NA,"3fedbb40-3988-4665-bf86-6b1c89c57215","butorides virescens","virescens","oklahoma",NA,"249ede67-a474-42d6-8d6c-26547c1195aa","5 july 1957",NA,NA,NA,"idigbio","omnh_3118.0"
"130",NA,"preservedspecimen",NA,"zo-1357","aves","zo",NA,NA,"eaton, stephan w.",NA,"north america","united states","usa","cattaraugus",1952-11-01 00:00:00,"2015-02-22T10:55:40.312000+00:00","0.416666666666667",NA,NA,NA,NA,"0c74796dbe6ca6ccf8c62fe9de885fe07227fdf2","1952-11-01","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","42.137045","-78.525245",NA,"FALSE","animalia | chordata | aves | [not recorded] | ardeidae | butorides","1",NA,"nysm","urn:lsid:biocol.org:col:35009",NA,"animalia",NA,NA,NA,NA,NA,"allegany twp.  [not recorded].",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:nysm:zo:zo-1357","pelecaniformes","chordata",NA,"a8f0fbaf-68b3-4e73-83d7-24d238ac966d","butorides virescens","virescens","new york",NA,"24bb503d-76d8-4ec9-9f5a-3214c9f5cbff","1952-11","usa | new york | cattaraugus | allegany twp.  [not recorded].",NA,NA,"idigbio","nysm_zo-1357"
"131",NA,"preservedspecimen",NA,"49955","aves","bird specimens",NA,NA,"collector(s): chester c. lamb",NA,"north america","mexico","mex",NA,1949-06-20 00:00:00,"2015-01-06T22:10:56.757000+00:00","0.433333333333333",NA,NA,NA,NA,"8b0cd97fcd9e0aa663ae8ff7ff750aebd934d8f2","1949-06-20","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","27.678417","-105.171362",NA,"FALSE","animalia chordata aves ciconiiformes ardeidae",NA,NA,"mlz","urn:lsid:biocol.org:col:35295",NA,"animalia",NA,NA,NA,NA,NA,"ciudad camargo",NA,NA,"1226.82",NA,NA,"1226.82",NA,"urn:occurrence:arctos:mlz:bird:49955:1532567","pelecaniformes","chordata","49955","c2e06358-1f9f-463c-843f-446c0a37fbd0","butorides virescens","virescens","chihuahua",NA,"260c0d26-bd7c-475f-97c9-6eabae187024","20 jun 1949","ciudad camargo",NA,NA,"idigbio","mlz_49955"
"132",NA,"preservedspecimen",NA,"20065","aves","bird",NA,NA,"dickerman",NA,"north america","mexico","mex",NA,1962-01-29 00:00:00,"2015-03-10T09:47:47.253000+00:00","0.383333333333333",NA,NA,NA,NA,"dc7ced086b1fb4962dd6e7a323782a9fc6298359","1962-01-29","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"mmnh","http://grbio.org/cool/2060-6rgs",NA,"animalia",NA,NA,NA,NA,NA,"san pedro lagunillas",NA,NA,NA,NA,NA,NA,NA,"f3244618-7e08-11e3-81f0-12313d0829ba","pelecaniformes","chordata",NA,"c778d536-e9d4-422e-8e34-1d74a01f4c48","butorides virescens","virescens","nayarit",NA,"26652d60-41f6-49f9-b71a-07d7c8b13f68",NA,"undefined | mexico | nayarit | san pedro lagunillas",NA,NA,"idigbio","mmnh_20065"
"133",NA,"preservedspecimen",NA,"22886","aves","bird specimens",NA,NA,"collector(s): r. alcorn",NA,"north america","united states","usa","churchill county",1934-09-01 19:34:00,"2015-01-06T22:21:22.013000+00:00","0.4",NA,NA,NA,NA,"de70a2b0d7a04dae7cda5399111e83e79f49578c","1934-09-01/1934-09-30","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","39.473586","-118.851503",NA,"FALSE","animalia chordata aves ciconiiformes ardeidae1",NA,NA,"mlz","urn:lsid:biocol.org:col:35295",NA,"animalia",NA,NA,NA,NA,NA,"4 mi w fallon",NA,NA,NA,NA,NA,NA,NA,"urn:occurrence:arctos:mlz:bird:22886:1225028","pelecaniformes","chordata",NA,"c2e06358-1f9f-463c-843f-446c0a37fbd0","butorides virescens","virescens","nevada",NA,"269c4ad1-237d-4d4f-8c6a-c8816e232513","00 sep 1934","fallon: 4 mi w",NA,NA,"idigbio","mlz_22886"
"134",NA,"preservedspecimen",NA,"20729","aves","bird",NA,NA,"ramirez v",NA,"north america","mexico","mex",NA,1962-01-23 00:00:00,"2015-03-10T10:03:40.189000+00:00","0.383333333333333",NA,NA,NA,NA,"081a41d790cbad6a4fe045fabfa9e44e2278c4fd","1962-01-23","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"mmnh","http://grbio.org/cool/2060-6rgs",NA,"animalia",NA,NA,NA,NA,NA,"el mirador, near oaxaca and puebla",NA,NA,NA,NA,NA,NA,NA,"f33d2606-7e08-11e3-81f0-12313d0829ba","pelecaniformes","chordata",NA,"c778d536-e9d4-422e-8e34-1d74a01f4c48","butorides virescens","virescens","veracruz",NA,"26bb5b5b-03d7-4c94-9441-6ff701c25c4a",NA,"undefined | mexico | veracruz | el mirador, near oaxaca and puebla",NA,NA,"idigbio","mmnh_20729"
