,id_x,id_y,score
76,5eab9655-f967-45ef-b8fa-5e8632163c59,bdcc7e09-b48c-4569-b3ac-39e55cc79f0a,0.1
77,5eab9655-f967-45ef-b8fa-5e8632163c59,bd307ba0-d54b-4440-a111-06f52bde8ec1,0.1
78,5eab9655-f967-45ef-b8fa-5e8632163c59,79f892b5-66e5-4b15-ad50-8c41666991f6,0.1
79,5eab9655-f967-45ef-b8fa-5e8632163c59,fe1fd006-20ba-40a5-b359-ee23c75ba983,0.1
80,5eab9655-f967-45ef-b8fa-5e8632163c59,0735df5a-01eb-4a1f-8dd4-9c1ab34299c6,0.1
81,5eab9655-f967-45ef-b8fa-5e8632163c59,15ecf7fd-ed1a-47b7-b587-fc53dfca6556,0.1
82,5eab9655-f967-45ef-b8fa-5e8632163c59,54da4e3a-4c97-4431-bef9-03a9d1d59a35,0.1
83,5eab9655-f967-45ef-b8fa-5e8632163c59,819c687f-2259-4d67-a6a0-3ccbb08e9dc0,0.1
84,5eab9655-f967-45ef-b8fa-5e8632163c59,b3867c54-5ad4-419b-ba81-81dba63b00f6,0.1
85,5eab9655-f967-45ef-b8fa-5e8632163c59,2a11459e-2559-4068-87d3-91bf2a160bbb,0.1
86,5eab9655-f967-45ef-b8fa-5e8632163c59,920d5181-5468-4c6d-86b2-566db7aa4c1e,0.1
87,5eab9655-f967-45ef-b8fa-5e8632163c59,f7502114-2be2-495d-96b0-f55b17fd897e,0.1
88,5eab9655-f967-45ef-b8fa-5e8632163c59,b2d419fb-5558-4e10-9094-587d177371f7,0.1
89,5eab9655-f967-45ef-b8fa-5e8632163c59,f09258fb-23c8-4f93-bbb6-3cb3317ec039,0.1
90,5eab9655-f967-45ef-b8fa-5e8632163c59,98cfd26d-c4fa-4909-951c-a99e568bff7f,0.1
91,5eab9655-f967-45ef-b8fa-5e8632163c59,d6501908-ed9c-4f5d-b2fc-2b8977f05112,0.1
92,5eab9655-f967-45ef-b8fa-5e8632163c59,c37324c8-a4c6-4f89-a730-8e37f2028b73,0.1
93,5eab9655-f967-45ef-b8fa-5e8632163c59,8caf3cb8-dac9-460e-95d0-5f1e0901e37f,0.1
94,5eab9655-f967-45ef-b8fa-5e8632163c59,96c7106a-385c-4236-ac7e-66b5c19af7c6,0.1
95,5eab9655-f967-45ef-b8fa-5e8632163c59,48dfd119-97e2-4c71-af16-42c292d3efbe,0.1
96,5eab9655-f967-45ef-b8fa-5e8632163c59,d2b57d76-4a24-48d9-97c1-fa0b86a9c5e9,0.1
97,5eab9655-f967-45ef-b8fa-5e8632163c59,eb6b9b0e-02cb-4c5e-b8da-5dcd130bd5bc,0.1
98,5eab9655-f967-45ef-b8fa-5e8632163c59,057fbbfc-7abe-4957-b844-b58fd560e41a,0.1
99,5eab9655-f967-45ef-b8fa-5e8632163c59,915b778c-5c85-4721-9c3e-963df276dc87,0.1
100,5eab9655-f967-45ef-b8fa-5e8632163c59,e7ec3e5f-2e55-47bb-8147-da65129931d2,0.1
101,d3ebc60d-6c75-40d4-a437-56a6a17c2f55,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
102,30c60ac1-5a2c-4360-a83b-5670beffadf0,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
103,22be1688-b960-4ca4-802f-6f9f48a0cd7f,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
104,8f267016-ccc3-46ce-8a50-87a48cfe8cfb,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
105,a22b9f8f-fb3a-495b-b939-127b8a159db6,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
106,24a7de6b-7feb-42dc-a4eb-12293e3231e7,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
107,ddecd554-bdb4-4478-a423-b961673d5fcd,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
108,e347a7ff-59bb-4588-813b-18f0d6dfd0d4,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
109,b6b0a20e-3c2c-4c08-9fc7-4c1883d7511e,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
110,53c377a4-7f57-4cfb-bb48-aee60a01e5ba,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
111,8a1371b5-ebf2-4821-b29c-0e66a0af0046,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
112,1a8d5916-3b31-474b-9e12-0baea395a747,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
113,54a2ffb7-ccbd-4fb7-8d06-ee8d2d27428b,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
114,218a9e10-6bb5-44b6-b64e-615110a34796,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
115,4a9e847f-12ac-4614-95d7-11a9c0c3bd0e,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
116,95492dec-ec81-49fc-8736-c3aa2179d105,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
117,1639b9ae-873d-4069-96a8-06f521b95273,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
118,a9ae66ec-920d-4a19-9f44-9f7894928231,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
119,0f38d1d3-8b84-4d12-aebc-5ae45eacf1bd,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
120,1ceaa55d-07be-495d-be1e-3eafa6cbd536,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
121,a41d4a8e-ef7e-45c4-91d0-1c94b590da19,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
122,c3f12187-ff01-484b-a252-67c000b9e64e,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
123,4db8df8e-e905-4484-9f6f-e48ae0eb215b,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
124,5043e802-4da4-4bc2-a4bd-a48892acd9a5,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
125,4668c5fc-e800-4462-b6e6-90f240467695,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
126,ccc421a9-43ce-4f52-8dd7-5b23b6d5b8d1,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
127,9a192d83-73d3-4f58-87b1-a0020a152664,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
128,a6364616-8455-4142-a4ee-84c46dce12bf,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
129,6df6cd29-24b5-4630-b5c7-521abf8c0d79,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
130,3641db7a-14ed-4805-bbab-ff9e6655a0dd,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
131,7defa35c-7e7e-43c4-bd14-769ece8bc79b,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
132,d1af5a15-d73d-4fb7-a155-28aad65d3b2b,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
133,21ee4c32-ac54-469d-a0ff-1b8036c4313e,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
134,026537ed-dc5e-4221-9a50-dbcf926bf1cb,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
135,bdea9f90-5418-461e-b248-189bd4104e6c,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
136,f7105275-e2fe-49ff-bfa5-6b97a7753a6e,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
137,c2997dba-c699-4fc0-afd3-d86d5fa11c50,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
138,1533bbc8-ed04-4af0-97bf-ca60308b8cc3,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
139,821be4e6-9c6e-4f20-95d6-86b97388ce64,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
140,7e335553-c1a3-47c2-8dea-6b5076b6b803,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
141,3932ad55-8ebd-4b0a-b0a4-260779b04fe8,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
142,a4d9548e-2e50-47f9-8741-e85331153012,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
143,122b13d5-930c-4b5a-9cd5-e076ecfa515a,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
144,eaa337d0-bc32-4c3c-86b4-508f5b4979a4,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
145,ab03acf4-a986-4c79-8648-d0782cd2f194,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
146,bf1e84d4-dbaf-410f-b986-dba9b1cb89cb,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
147,b6651081-4609-4891-8bbb-2f53b530e684,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
148,cdd02fa6-db28-4513-90e6-9bc06b2fcfe8,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
149,c5959b6a-795b-4121-bf4a-fa49e6e353ee,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
150,79281ed9-2a02-4501-b339-3e307cf17856,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
151,8f2047d4-57aa-4216-9ad8-decf8f233ffc,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
152,97ce5845-5d8a-4891-859d-6171ab3ae004,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
153,ba328a30-0cf0-4972-aedf-8fa377498665,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
154,6cd6d91f-5c88-4c50-bd79-914e11c677ec,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
155,8fb9a591-31c5-470f-9646-72e4f0697f66,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
156,81c2a166-c4f6-40b0-910f-1d31906da737,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
157,4bc60992-b3e0-4f82-8bde-d1b9b06a2262,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
158,da4df945-af0e-490c-bf1a-48a7ebe9ff43,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
159,67fe40fc-abdb-4db6-a50c-60c01315e817,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
160,2ef32ecd-beb0-41c2-bbd6-ef6375c3fa7f,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
161,bdedbb3f-f154-4c4a-b94a-b99a0dba2ad0,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
162,99c4fae8-0ea8-49af-ad77-7012dc8629d7,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
163,e191ab03-59c6-4d54-9938-473252b0978e,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
164,b389c903-cdf7-4415-81b3-b00ead5bb13e,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
165,7d31aa2a-bfbc-456a-9017-0d8f1fa26a4b,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
166,4f5f6dee-ea45-47ea-b96f-67a6f32396c5,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
167,be2b5410-df37-4e68-bf06-65c5fd40fd44,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
168,0106a830-ff1c-471c-bf4a-d08727499457,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
169,8c5b32d3-7255-4478-844e-e2c732c41118,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
170,31f4e1b6-99e6-4838-8a24-20298a00902a,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
171,95d2c8fc-a11f-41ed-94ff-8810a8458385,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
172,2f9e7dc6-d3c4-4205-b354-059293af5f9c,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
173,46ae0778-c9a9-4fb5-9605-d30a2be7d617,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
174,e79f501a-b524-45ea-86e4-e2b207c26db9,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
175,18e198db-f810-4f76-8106-a3aa2fd01aa1,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
176,49a50f8b-42a3-489a-b16c-dbc0b489c139,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
177,bdcc7e09-b48c-4569-b3ac-39e55cc79f0a,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
178,bd307ba0-d54b-4440-a111-06f52bde8ec1,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
179,79f892b5-66e5-4b15-ad50-8c41666991f6,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
180,fe1fd006-20ba-40a5-b359-ee23c75ba983,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
181,0735df5a-01eb-4a1f-8dd4-9c1ab34299c6,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
182,15ecf7fd-ed1a-47b7-b587-fc53dfca6556,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
183,54da4e3a-4c97-4431-bef9-03a9d1d59a35,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
184,819c687f-2259-4d67-a6a0-3ccbb08e9dc0,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
185,b3867c54-5ad4-419b-ba81-81dba63b00f6,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
186,2a11459e-2559-4068-87d3-91bf2a160bbb,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
187,920d5181-5468-4c6d-86b2-566db7aa4c1e,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
188,f7502114-2be2-495d-96b0-f55b17fd897e,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
189,b2d419fb-5558-4e10-9094-587d177371f7,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
190,f09258fb-23c8-4f93-bbb6-3cb3317ec039,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
191,98cfd26d-c4fa-4909-951c-a99e568bff7f,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
192,d6501908-ed9c-4f5d-b2fc-2b8977f05112,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
193,c37324c8-a4c6-4f89-a730-8e37f2028b73,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
194,8caf3cb8-dac9-460e-95d0-5f1e0901e37f,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
195,96c7106a-385c-4236-ac7e-66b5c19af7c6,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
196,48dfd119-97e2-4c71-af16-42c292d3efbe,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
197,d2b57d76-4a24-48d9-97c1-fa0b86a9c5e9,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
198,eb6b9b0e-02cb-4c5e-b8da-5dcd130bd5bc,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
199,057fbbfc-7abe-4957-b844-b58fd560e41a,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
200,915b778c-5c85-4721-9c3e-963df276dc87,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
201,e7ec3e5f-2e55-47bb-8147-da65129931d2,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
202,d931a752-4a38-4aa5-9a43-11584b63595e,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
203,5353420b-b823-41b9-8ced-5686a17c1a5e,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
204,a5244d47-0352-4647-a2ec-f764b38677d9,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
205,709600cb-ef63-487f-9d55-76fb7626ad17,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
206,3327c921-97f2-47b9-a020-f371da90c0b3,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
207,d47b00d9-6d95-4baf-a90e-6c6959a86582,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
208,0aaab788-86aa-4bac-b189-fce949f27423,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
209,6387fb3e-22a4-446f-b1ec-88fde6d84979,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
210,e0dfe1f1-a90f-4e5c-9d79-b97c728b9eec,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
211,f61f3c77-c8e4-4307-87ce-b7d7e32cb4dc,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
212,b1347e16-759e-42c6-ba01-4855e8867dec,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
213,095d7ffe-87a7-483a-ac8f-d4599622f7b7,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
214,afc13501-a76d-436b-b1fa-c1595d028ed1,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
215,cf233c53-56f5-4d52-8a37-8cd79a3027db,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
216,19b80eaf-16a4-4fd1-996b-e8653ac32683,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
217,caa1f83e-ad73-4c8f-b322-4e390e37002c,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
218,aeddf788-54ab-46cc-931c-04185f8abf2d,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
219,7dd12c73-5b87-4ce0-946a-2291df3acc5d,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
220,06c0deb4-a2cf-4f9b-b6b0-d50c1abdae03,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
221,d8d821e7-e775-4c5e-a2c7-bdd367588afe,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
222,a6d3e16f-1e40-4254-a651-9467809f891e,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
223,c4a4cac0-9689-4dfb-9cd6-c676ace77a74,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
224,f0c9b21c-1fa5-4b71-8e46-a61e6acf42ba,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
225,8fa80f8f-6ea8-4761-ae06-4b25c64173a9,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
226,6f2fb4f1-0d57-4455-86d2-2678bf7f6a77,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
227,b67d1359-31cf-4f0c-b8e1-d91aebaebc95,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
228,6118b69a-203c-4e84-b14d-2f86ac9c66a5,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
229,43dd327b-28b6-47ca-8348-9a95dc4a2591,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
230,167b5fa3-81fe-4c2d-80c9-ae0a9171c332,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
231,60827007-64d8-4dbc-a451-b23982b3d940,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
232,7a1a6beb-5c46-40e9-8349-392d9fc9165b,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
233,cb119d29-6216-4063-aa76-f4e22a592671,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
234,974bb970-5064-43ac-8563-7adfc7d08639,5eab9655-f967-45ef-b8fa-5e8632163c59,0.1
